jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-mo,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1840-000-00/1840-005-00/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ts and premiums. Children’s Health Insurance Program funds (Title XXI of the Social Security Act) and premium collections provide funding for this exp'
us-ms,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-400/400.16,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'legislature implemented CHIP Phase I on July 1, 1998, as a Medicaid expansion program for children up to age 19 at/below 100% FPL. Effective January'"
us-mt,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-mt/policy/cms/chip-state-plan/spa/mt-22-0026/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'PO Box 4210 Helena, MT 59620 Dear Director de Camara: Your Title XXI Children’s Health Insurance Program (CHIP) State Plan Amendment (SPA) MT-22-0026'"
us-nc,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-nc/policy/cms/chip-state-plan/spa-index/p01/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ransitions all children from the state’s separate CHIP to a Medicaid expansion CHIP. Approval Package Approval Package Approval Package Approval P'
us-nd,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-05/block-1,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'itle XIX Title XIX of the Social Security Act (Medicaid). Title XXI For eligibility months prior to January 1, 2020, Title XXI of the Social Securi'"
us-ne,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-ne/policy/cms/chip-state-plan/spa-index/p01/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ivalent Standards by Age Group for Children Covered in Its' Title XXI-Funded Medicaid Program. Approval Package Approval Package Approval Package'
us-nh,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/801.05,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'hed by RSA 167:3-i. (q) “Medicaid” means the Title XIX and Title XXI programs administered by the department that makes medical assistance available'
us-nj,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-79/page-11,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ogram benefits under this chapter, which are provided under Title XXI of the Social Security Act. In the event that a child is found to be otherwise e'"
us-nm,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nm/manual/hca/medicaid/8-291-400/block-1,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'act, state children’s health insurance program (CHIP) under Title XXI of the act, a state basic health program established under ACA and coverage in a'"
us-nv,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-nv/policy/cms/chip-state-plan/spa/nv-24-0026-and-nv-24-0027/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'Las Vegas, NV 89102 Dear Administrator Stacie Weeks: Your title XXI Children’s Health Insurance Program (CHIP) State Plan Amendments (SPA) NV- 24-00'"
us-ny,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/glossary/page-3,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: '3) created the State Children’s Health Insurance Program as Title XXI of the Social Security Act (known as Child Health Plus in New York State). Child'
us-oh,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-2-02/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'g Washington state crime victims compensation program under title XXIII of the Violent Crime Control and Law Enforcement Act of 1994 (Pub. L. No. 103-'
us-ok,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-5-6-1/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'l relationship for pregnancy related services covered under Title XXI'
us-or,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0015,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'nsurance Program (CHIP) means Oregon medical coverage under Title XXI of the Social Security Act. (22) “Citizenship” includes status as a “national o'
us-pa,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-pa/policy/cms/chip-state-plan/spa/pa-24-0001-chip/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'loor Harrisburg, PA 17105-2675 Dear Director Harris: Your title XXI Children’s Health Insurance Program (CHIP) State Plan Amendment (SPA) number PA-'"
us-ri,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-10-00-3/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'Act, 42 U.S.C. § 1396a, §§ 1115, 1902(dd), and 1903(v)(4); Title XXI of the Social Security Act, 42 U.S.C. § 1396k; § 2107(e)(1)(j) and 2111 and § 11'"
us-sc,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-sc/policy/cms/chip-state-plan/spa/sc-13-0020/approval-package/page-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ter 2) SPA Summary Form 3) Approved SPA Pages The complete title XXI state plan for South Carolina consists of the most recent state plan posted on M'
us-sd,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-sd/policy/cms/chip-state-plan/spa/sd-26-0016-chip/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'nors Drive Pierre, SD 57501 Dear Director Petermann: Your Title XXI Children’s Health Insurance Program (CHIP) State Plan Amendment (SPA) SD-26-0016'"
us-tn,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/fc-025-005/page-1,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'en’s Health Insurance Program (CHIP). CHIP is authorized by Title XXI of the Social Security Act. Similar to Medicaid, CHIP is jointly financed and ad'"
us-tx,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-tx/policy/cms/chip-state-plan/spa/tx-19-0045/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'ar Boulevard Austin, TX 78751 Dear Director Zalkovsky: Your title XXI Children’s Health Insurance Program (CHIP) state plan amendment (SPA), TX- 19-00'"
us-ut,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-ut/policy/cms/chip-state-plan/spa/ut-25-0035-chip/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: '101 Salt Lake City, UT 84114-3101 Dear Director Ewing: Your Title XXI Children’s Health Insurance Program (CHIP) State Plan Amendment (SPA) UT-25- 003'"
us-va,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-8,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'program in Virginia. The FAMIS program is established under Title XXI of the Social Security Act. Virginia law provides that the MA programs be admini'
us-vt,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-1/2.03,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'dren’s Health Insurance Program, or SCHIP) is authorized by Title XXI of the Social Security Act. Vermont CHIP. Vermont utilizes CHIP to provide healt'"
us-wa,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wa/manual/hca/medicaid/introduction-overview/block-13,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'id programs under Title XIX of the Social Security Act (and Title XXI of the Social Security Act for the Children's Health Insurance Plan) that cover'
us-wi,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-wi/policy/cms/chip-state-plan/spa-index/p01/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'l Package This SPA provides Wisconsin with approval to use title XXI funding for a health services initiative (HSI) to provide housing supports servi'
us-wv,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-wv/policy/cms/chip-state-plan/spa-index/p01/block-1,no,strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'val Package Approval Package Factsheet authorizes use of title XXI admin funding for expenditures for HSI under the plan improving the health of ch'
us-wy,C-457-70,state,CMS CHIP children coverage map (us/form) / approved CHIP state plan (CMS template) on medicaid.gov,PRESENT,2026-09-13-chip-state-plan,us-wy/policy/cms/chip-state-plan/spa/wy-21-0018/approval-package/page-2,no,"strong pattern /medicaid expansion (CHIP|program)|separate (CHIP|c/ matched: 'MEOICAIO SERVICES CENTER FOR MEDICAID & CHIP SERVICES Your title XXI Children's Health Insurance Program (CHIP) state plan amendment (SPA), WY- 21-00'"
us,C-457-80,federal_with_state_option,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/80,no,federal regulation text held (42 CFR 457.80)
us-ak,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/825-coordination-with-the-federally-facilitated-marketplace/block-1,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: '825 Coordination With the Federally Facilitated Marketplace' (candidate, needs reading)"
us-al,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-al/policy/cms/chip-state-plan/spa/al-24-0031-fcep-and-al-24-0031-absc/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: '• establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must screen children duri' (candidate, needs reading)"
us-ar,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ar/policy/cms/chip-state-plan/spa/ar-24-0007/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-az,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-az/policy/cms/chip-state-plan/compiled/factsheet/page-4,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'r transportation to work, and death of a household member. Coordination between CHIP and Medicaid • The State uses a joint application for KidsCare' (candidate, needs reading)"
us-ca,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ca/policy/cms/chip-state-plan/spa/ca-24-0012/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-co,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-co/policy/cms/chip-state-plan/spa/co-cspa-12/current-state-plan/page-5,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ct,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ct/policy/cms/chip-state-plan/spa/ct-22-0001-amp-ct-22-0001-chip/approval-package/page-11,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-dc,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 23 provisions in District of Columbia's program and pointer scopes plus 654 CMS SPA/plan rows: Blocked. DC's CHIP (DC Healthy Families) is Medicaid-expansion coverage governed by 29 DCMR Chapter 95 Medicaid Eligibility, published by the Office of Documents at dcregs.dc.gov: the chapter list (19"
us-de,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-de/policy/cms/chip-state-plan/spa/de-22-0005/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-fl,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-fl/policy/cms/chip-state-plan/spa/fl-22-0034/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ga,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ga/policy/cms/chip-state-plan/spa/ga-22-0032/approval-package/page-11,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'Departments and Federally Qualified Health Centers DCH also coordinates Medicaid enrollment efforts with the activities of the Division of Public Heal' (candidate, needs reading)"
us-hi,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-hi/policy/cms/chip-state-plan/spa/hi-22-010/approval-package/page-14,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'istance benefits. For eligible persons, State welfare staff coordinate with Medicaid’s Eligibility Branch. • Community health centers. According to H' (candidate, needs reading)"
us-ia,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ia/policy/cms/chip-state-plan/spa/ia-23-0008/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-id,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-id/policy/cms/chip-state-plan/spa/id-22-0007/approval-package/page-14,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'tamps, Child Care, Telephone Service and Nursing Home). • Coordinating with Your Health Idaho, the Idaho health insurance exchange, to facilitate e' (candidate, needs reading)"
us-il,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-il/policy/cms/chip-state-plan/spa/il-18-0002/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-in,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-in/policy/cms/chip-state-plan/spa/in-23-0016/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ks,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ks/policy/cms/chip-state-plan/spa/ks-25-0014/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ky,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ky/policy/cms/chip-state-plan/spa/ky-23-0002-chip/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-la,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-la/policy/cms/chip-state-plan/spa/la-23-0042/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ma,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ma/policy/cms/chip-state-plan/spa/ma-16-0004-chip/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-md,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-md/policy/cms/chip-state-plan/spa/md-23-0002-chip-amp-md-23-0003-chip-amp-md-23-0004-chip/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-me,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-me/policy/cms/chip-state-plan/spa/me-23-0025/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-mi,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-mi/policy/cms/chip-state-plan/compiled/factsheet/page-4,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'themselves of this coverage, are not enrolled in MIChild. Coordination between SCHIP and Medicaid • Michigan uses a single application, and childre' (candidate, needs reading)"
us-mn,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-mn/policy/cms/chip-state-plan/spa/mn-20-0015/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-mo,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-mo/policy/cms/chip-state-plan/spa-index/p01/block-1,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'have procedures in place for enrollment simplification and coordination with Exchanges and Medicaid. Approval Package Through this SPA, the state h' (candidate, needs reading)"
us-ms,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.13,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 't payment models for services which are fee for service and coordinated care. Once an applicant is approved for Medicaid or CHIP, the individual is en' (candidate, needs reading)"
us-mt,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-mt/policy/cms/chip-state-plan/spa/mt-18-0021/current-state-plan/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-nc,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-nc/policy/cms/chip-state-plan/spa/nc-23-0017/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-nd,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-nd/policy/cms/chip-state-plan/spa/nd-20-0014/approval-package/page-16,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'ce Area facility in North Dakota. Each site uses a benefits coordinator to identify and refer potentially eligible children and families to the Medica' (candidate, needs reading)"
us-ne,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ne/policy/cms/chip-state-plan/spa/ne-24-0015/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-nh,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-nh/policy/cms/chip-state-plan/spa/nh-cspa-05/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'hildren. As demonstrated in section 4.4, the state closely coordinates SCHIP enrollment efforts with the state’s Medicaid program. The state’s Divisi' (candidate, needs reading)"
us-nj,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-nj/policy/cms/chip-state-plan/compiled/factsheet/page-6,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'ing period of prior uninsurance applied to pregnant women. Coordination Between CHIP and Medicaid • New Jersey uses a joint Medicaid and CHIP mail-i' (candidate, needs reading)"
us-nm,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nm/regulation/nmac/8/291/400/8.291.400.7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'orized through an agreement among state entities to manage, coordinate and receive payment for the delivery of specified services to medicaid eligible' (candidate, needs reading)"
us-nv,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-nv/policy/cms/chip-state-plan/compiled/factsheet/page-4,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'HIP through its various subcommittees and advisory groups. Coordination between CHIP and Medicaid • The Nevada Check Up application functions as an' (candidate, needs reading)"
us-ny,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ny/policy/cms/chip-state-plan/spa/ny-25-0042-chip/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-oh,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-oh/policy/cms/chip-state-plan/spa/oh-21-0037/approval-package/page-7,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-ok,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ok/policy/cms/chip-state-plan/spa/ok-20-0030/approval-package/page-8,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'es. These states must establish enrollment systems that are coordinated with Medicaid and other sources of health coverage for children and also must' (candidate, needs reading)"
us-or,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0100,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'Coordinated Eligibility and Enrollment Process with the Department of Human Services and the Federally Facilitated Marketplace' (candidate, needs reading)"
us-pa,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-pa/policy/cms/chip-state-plan/compiled/factsheet/page-4,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'eric prescriptions, and • $9 for brand name prescriptions. Coordination between CHIP and Medicaid • PA CHIP managed care contractors and local Medic' (candidate, needs reading)"
us-ri,C-457-80,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-ri/policy/cms/chip-state-plan/spa/ri-22-0006/approval-package/page-152,no,"weak (candidate) pattern matched; /coordinat.{0,120}(medicaid|exchange|marketplace)/: 'ide or arrange. The Health Plan is expected to refer to and coordinate with these services as appropriate. These services will be provided by existing' (candidate, needs reading)"
