program,jurisdiction,element,level,family,note
medicaid,us-wy,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-ak,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 191 provisions in Alaska's program and pointer scopes); publisher index lists untaken families: manual_topic_html (267 of 394 not taken); index http://dpaweb.hss.state.ak.us/manuals/adltc/adltc.htm
medicaid,us-az,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 3969 provisions in Arizona's program and pointer scopes); publisher index lists untaken families: toc_repeat_of_listed_topic (1632 of 1632 not taken); index https://epm.azahcccs.gov/EligibilityPolicyManual/index.html
medicaid,us-dc,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes); publisher index lists untaken families: reserved_or_repealed_section (1 of 1 not taken); index https://dcregs.dc.gov/Common/DCMR/ChapterList.aspx?TitleNum=29
medicaid,us-de,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 146 provisions in Delaware's program and pointer scopes); publisher index lists untaken families: other_dssm_medicaid_chapter (6 of 6 not taken); index https://regulations.delaware.gov/AdminCode/title16
medicaid,us-id,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 357 provisions in Idaho's program and pointer scopes); publisher index lists untaken families: medicaid_eligibility_rule_pdf (2 of 2 not taken); other_title_16_rule_pdf (19 of 19 not taken); index https://adminrules.idaho.gov/current-rules/
medicaid,us-ks,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 632 provisions in Kansas's program and pointer scopes); publisher index lists untaken families: mkeesm_prior_edition_link (47 of 47 not taken); index https://www.kancare.ks.gov/data-policy/policy/eligibility/manuals
medicaid,us-md,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 861 provisions in Maryland's program and pointer scopes); publisher index lists untaken families: manual_supplement_action_transmittal_pdf (10 of 10 not taken); coverage_group_guide_pdf (3 of 3 not taken); index https://health.maryland.gov/mmcp/Pages/MedicaidManual.aspx
medicaid,us-me,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 105 provisions in Maine's program and pointer scopes); publisher index lists untaken families: manual_part_docx (2 of 18 not taken); in_chip_or_ssi_scope (2 of 2 not taken); index https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-eligibility-manual
medicaid,us-nc,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes); publisher index lists untaken families: abd_administrative_letters (117 of 117 not taken); abd_change_notices (126 of 126 not taken); fcm_administrative_letters (118 of 118 not taken); fcm_change_notices (81 of 81 not taken); dhb_forms (400 of 400 not taken); eligibility_information_system (5 of 5 not
medicaid,us-nd,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 324 provisions in North Dakota's program and pointer scopes); publisher index lists untaken families: site_page_html (6 of 6 not taken); index https://www.nd.gov/dhs/policymanuals/51005/Default.htm
medicaid,us-ne,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 919 provisions in Nebraska's program and pointer scopes); publisher index lists untaken families: nac_477_chapter_pdf_already_in_corpus_chip_scope (1 of 1 not taken); index https://dhhs.ne.gov/Pages/Title-477.aspx
medicaid,us-nj,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 908 provisions in New Jersey's program and pointer scopes); publisher index lists untaken families: other_title_10_chapter_pdf (109 of 109 not taken); index https://www.nj.gov/humanservices/notices/rules-and-fees/rules-and-regulations/
medicaid,us-ok,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes); publisher index lists untaken families: subchapter_landing_page (17 of 17 not taken); part_landing_page (29 of 29 not taken); index https://oklahoma.gov/ohca/policies-and-rules/xpolicy/medical-assistance-for-adults-and-children-eligibility.html
medicaid,us-or,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 40 provisions in Oregon's program and pointer scopes); publisher index lists untaken families: oar_410_200_rule_html (2 of 43 not taken); index https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1742
medicaid,us-pa,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 922 provisions in Pennsylvania's program and pointer scopes); publisher index lists untaken families: forms_opsmemo_policy_clarification_catalog_html (4 of 4 not taken); index http://services.dpw.state.pa.us/oimpolicymanuals/ma/index.htm
medicaid,us-sd,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); publisher index lists untaken families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46
medicaid,us-wy,M-435-908,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-wy,M-435-911,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-id,M-435-912,state,state eligibility manual or codified eligibility regulation,not found in held text (searched 357 provisions in Idaho's program and pointer scopes); publisher index lists untaken families: medicaid_eligibility_rule_pdf (2 of 2 not taken); other_title_16_rule_pdf (19 of 19 not taken); index https://adminrules.idaho.gov/current-rules/
medicaid,us-wy,M-435-912,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-wy,M-435-917,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-ak,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 191 provisions in Alaska's program and pointer scopes); publisher index lists untaken families: manual_topic_html (267 of 394 not taken); index http://dpaweb.hss.state.ak.us/manuals/adltc/adltc.htm
medicaid,us-ar,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 561 provisions in Arkansas's program and pointer scopes); publisher index lists untaken families: other_program_manual_pdf (11 of 11 not taken); index https://humanservices.arkansas.gov/divisions-shared-services/county-operations/division-policies/
medicaid,us-az,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 3969 provisions in Arizona's program and pointer scopes); publisher index lists untaken families: toc_repeat_of_listed_topic (1632 of 1632 not taken); index https://epm.azahcccs.gov/EligibilityPolicyManual/index.html
medicaid,us-co,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 310 provisions in Colorado's program and pointer scopes); publisher index lists untaken families: other_volume_8_rule (20 of 20 not taken); index https://www.sos.state.co.us/CCR/NumericalCCRDocList.do?deptID=7&deptName=2505,1305%20Department%20of%20Health%20Care%20Policy%20and%20Financing&agencyID=69&agencyName=2505%20Medical%20Services%20Board%20(Volume%208;%20Med"
medicaid,us-ct,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1635 provisions in Connecticut's program and pointer scopes); publisher index lists untaken families: policy_transmittal_doc (266 of 266 not taken); index https://portal.ct.gov/dss/lists/uniform-policy-manual
medicaid,us-dc,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes); publisher index lists untaken families: reserved_or_repealed_section (1 of 1 not taken); index https://dcregs.dc.gov/Common/DCMR/ChapterList.aspx?TitleNum=29
medicaid,us-de,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 146 provisions in Delaware's program and pointer scopes); publisher index lists untaken families: other_dssm_medicaid_chapter (6 of 6 not taken); index https://regulations.delaware.gov/AdminCode/title16
medicaid,us-ga,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1964 provisions in Georgia's program and pointer scopes); publisher index lists untaken families: toc_page_html (6 of 6 not taken); pdf_export (1 of 1 not taken); mt_cover_letter_pdf (169 of 169 not taken); section_already_in_us_ga_ssp_manual_scope (1 of 1 not taken); index https://pamms.dhs.ga.gov/dfcs/medicaid/
medicaid,us-ia,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1278 provisions in Iowa's program and pointer scopes); publisher index lists untaken families: title_8_omnibus_pdf (1 of 1 not taken); other_title_chapter_or_appendix_pdf (71 of 71 not taken); other_title_omnibus_pdf (2 of 2 not taken); index https://hhs.iowa.gov/about/policy-manuals/income-maintenance
medicaid,us-id,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 357 provisions in Idaho's program and pointer scopes); publisher index lists untaken families: medicaid_eligibility_rule_pdf (2 of 2 not taken); other_title_16_rule_pdf (19 of 19 not taken); index https://adminrules.idaho.gov/current-rules/
medicaid,us-in,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 648 provisions in Indiana's program and pointer scopes); publisher index lists untaken families: combined_manual_pdf (1 of 1 not taken); transmittal_pdf (12 of 12 not taken); index https://www.in.gov/fssa/ompp/forms-documents-and-tools/medicaid-eligibility-policy-manual/
medicaid,us-ks,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 632 provisions in Kansas's program and pointer scopes); publisher index lists untaken families: mkeesm_prior_edition_link (47 of 47 not taken); index https://www.kancare.ks.gov/data-policy/policy/eligibility/manuals
medicaid,us-ky,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 502 provisions in Kentucky's program and pointer scopes); publisher index lists untaken families: other_program_volume_pdf (10 of 10 not taken); index https://www.chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx
medicaid,us-ma,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); publisher index lists untaken families: other_130_cmr_regulation (57 of 57 not taken); index https://www.mass.gov/law-library/130-cmr
medicaid,us-me,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 105 provisions in Maine's program and pointer scopes); publisher index lists untaken families: manual_part_docx (2 of 18 not taken); in_chip_or_ssi_scope (2 of 2 not taken); index https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-eligibility-manual
medicaid,us-mn,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 2416 provisions in Minnesota's program and pointer scopes); publisher index lists untaken families: manual_topic_html (1 of 345 not taken); home_page_bulletin_pdf (3 of 3 not taken); index https://hcopub.dhs.state.mn.us/epm/home.htm
medicaid,us-mo,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 636 provisions in Missouri's program and pointer scopes); publisher index lists untaken families: magi_appendix_spreadsheet (3 of 3 not taken); index https://dssmanuals.mo.gov/family-mo-healthnet-magi/
medicaid,us-mt,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 361 provisions in Montana's program and pointer scopes); publisher index lists untaken families: other_site_pdf (12 of 12 not taken); index https://dphhs.mt.gov/hcsd/Manuals/CMAPolicyManual
medicaid,us-nc,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes); publisher index lists untaken families: abd_administrative_letters (117 of 117 not taken); abd_change_notices (126 of 126 not taken); fcm_administrative_letters (118 of 118 not taken); fcm_change_notices (81 of 81 not taken); dhb_forms (400 of 400 not taken); eligibility_information_system (5 of 5 not
medicaid,us-nd,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 324 provisions in North Dakota's program and pointer scopes); publisher index lists untaken families: site_page_html (6 of 6 not taken); index https://www.nd.gov/dhs/policymanuals/51005/Default.htm
medicaid,us-ne,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 919 provisions in Nebraska's program and pointer scopes); publisher index lists untaken families: nac_477_chapter_pdf_already_in_corpus_chip_scope (1 of 1 not taken); index https://dhhs.ne.gov/Pages/Title-477.aspx
medicaid,us-nj,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 908 provisions in New Jersey's program and pointer scopes); publisher index lists untaken families: other_title_10_chapter_pdf (109 of 109 not taken); index https://www.nj.gov/humanservices/notices/rules-and-fees/rules-and-regulations/
medicaid,us-nv,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 468 provisions in Nevada's program and pointer scopes); publisher index lists untaken families: manual_transmittal_letter_pdf (72 of 72 not taken); index https://www.dss.nv.gov/programs/medical/medical-assistance-manual/
medicaid,us-ny,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 971 provisions in New York's program and pointer scopes); publisher index lists untaken families: full_manual_pdf (1 of 1 not taken); update_archive_pdf_or_html (13 of 13 not taken); index https://www.health.ny.gov/health_care/medicaid/reference/mrg/
medicaid,us-oh,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 96 provisions in Ohio's program and pointer scopes); publisher index lists untaken families: chapter_landing_page (6 of 6 not taken); index https://codes.ohio.gov/ohio-administrative-code/5160:1
medicaid,us-pa,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 922 provisions in Pennsylvania's program and pointer scopes); publisher index lists untaken families: forms_opsmemo_policy_clarification_catalog_html (4 of 4 not taken); index http://services.dpw.state.pa.us/oimpolicymanuals/ma/index.htm
medicaid,us-ri,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 715 provisions in Rhode Island's program and pointer scopes); publisher index lists untaken families: repealed_part (1 of 1 not taken); index https://rules.sos.ri.gov/organizations/title/210
medicaid,us-sc,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 50 provisions in South Carolina's program and pointer scopes); publisher index lists untaken families: miap_manual_docx (1 of 1 not taken); staff_training_or_forms_link (9 of 9 not taken); index https://www.scdhhs.gov/providers/manuals/sc-medicaid-policy-and-procedures-manual
medicaid,us-sd,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); publisher index lists untaken families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46
medicaid,us-tn,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 665 provisions in Tennessee's program and pointer scopes); publisher index lists untaken families: consolidated_manual_pdf (1 of 1 not taken); manual_landing_page (3 of 3 not taken); index https://www.tn.gov/tenncare/policy-guidelines/eligibility-policy.html
medicaid,us-va,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1929 provisions in Virginia's program and pointer scopes); publisher index lists untaken families: other_pdf (1 of 1 not taken); index https://www.dmas.virginia.gov/for-applicants/eligibility-guidance/eligibility-manual/
medicaid,us-wi,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 831 provisions in Wisconsin's program and pointer scopes); publisher index lists untaken families: meh_prior_release_pdf (24 of 24 not taken); badgercare-plus-handbook_prior_release_pdf (24 of 24 not taken); index https://www.dhs.wisconsin.gov/library/collection/p-10030
medicaid,us-wy,M-435-918,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-wy,M-435-919,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-sd,M-435-920,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: nonmedicaid_chip"
medicaid,us-wy,M-435-920,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov); the CMS SPA index and approval-p"
medicaid,us-wy,M-435-923,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-wy,M-435-945,state,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov); the CMS SPA index and approval-p"
medicaid,us-id,M-435-948,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 357 provisions in Idaho's program and pointer scopes plus 732 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (33 SPA packages, 732 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: medicaid_eligibility_r"
medicaid,us-sd,M-435-948,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: nonmedicaid_chip"
medicaid,us-dc,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes plus 598 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (24 SPA packages, 598 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: reserved"
medicaid,us-ia,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 1278 provisions in Iowa's program and pointer scopes plus 475 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (38 SPA packages, 475 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: title_8_omnibus_pdf (1"
medicaid,us-md,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 861 provisions in Maryland's program and pointer scopes plus 695 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (43 SPA packages, 695 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: manual_supplement_a"
medicaid,us-mi,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 2121 provisions in Michigan's program and pointer scopes plus 980 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (48 SPA packages, 980 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken)"
medicaid,us-mt,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 361 provisions in Montana's program and pointer scopes plus 567 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (39 SPA packages, 567 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: other_site_pdf (12 o"
medicaid,us-nc,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes plus 751 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (35 SPA packages, 751 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: abd_administ"
medicaid,us-nj,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 908 provisions in New Jersey's program and pointer scopes plus 577 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (37 SPA packages, 577 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: other_title_10_ch"
medicaid,us-ny,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 971 provisions in New York's program and pointer scopes plus 572 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (46 SPA packages, 572 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: full_manual_pdf (1 "
medicaid,us-oh,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 96 provisions in Ohio's program and pointer scopes plus 1391 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (88 SPA packages, 1391 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: chapter_landing_page ("
medicaid,us-ok,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes plus 433 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (35 SPA packages, 433 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: subchapter_landing_"
medicaid,us-sd,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: nonmedicaid_chip"
medicaid,us-wa,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 1552 provisions in Washington's program and pointer scopes plus 632 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (43 SPA packages, 632 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: hub_landing_page"
medicaid,us-wy,M-435-949,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov); the CMS SPA index and approval-p"
medicaid,us-ct,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 1635 provisions in Connecticut's program and pointer scopes plus 804 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (56 SPA packages, 804 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: policy_transmit"
medicaid,us-ga,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 1964 provisions in Georgia's program and pointer scopes plus 315 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (27 SPA packages, 315 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: toc_page_html (6 of"
medicaid,us-id,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 357 provisions in Idaho's program and pointer scopes plus 732 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (33 SPA packages, 732 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: medicaid_eligibility_r"
medicaid,us-nj,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 908 provisions in New Jersey's program and pointer scopes plus 577 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (37 SPA packages, 577 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: other_title_10_ch"
medicaid,us-ny,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 971 provisions in New York's program and pointer scopes plus 572 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (46 SPA packages, 572 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: full_manual_pdf (1 "
medicaid,us-sd,M-435-952,state,state eligibility manual or codified eligibility regulation,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov) (a separate CMS page, not taken); untaken publisher families: nonmedicaid_chip"
medicaid,us-wy,M-435-952,state,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by MAGI-based verification plan (state-submitted, posted by CMS on medicaid.gov); the CMS SPA index and approval-p"
medicaid,us-ma,M-435-1200,state,state eligibility manual or codified eligibility regulation,not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); publisher index lists untaken families: other_130_cmr_regulation (57 of 57 not taken); index https://www.mass.gov/law-library/130-cmr
medicaid,us-wy,M-435-1200,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/
medicaid,us-hi,M-SS-INCOME-TABLE,state,state eligibility manual appendix / annual income-level table or notice,not found in held text (searched 786 provisions in Hawaii's program and pointer scopes); publisher index lists untaken families: in_chip_scope (2 of 2 not taken); repealed_chapter (27 of 27 not taken); dead_index_link (2 of 2 not taken); index https://humanservices.hawaii.gov/admin-rules-2/admin-rules-for-programs/; the CMS eligibility-levels compilation (us/form/cms/medicaid-chip-bhp-eligibility-
