program,jurisdiction,element,family,scope_version,citation_path,note
snap,us-il,snap_s07,state_manual_or_regulation,,,"searched 12724 provisions of 3 SNAP scope(s) ['2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-13-snap-et-state-plan'] for regex 'mandatory (standard )?utility|(SUA|HCSUA|standard utility allowance|utility (allowance|standard))s? "
snap,us-il,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-il,snap_s38,state_manual_or_regulation,,,"searched 12724 provisions of 3 SNAP scope(s) ['2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-13-snap-et-state-plan'] for regex '(drug|controlled substance)[^.]{0,100}(felony|conviction|felon)[^.]{0,250}(disqualif|eligib|ineligib"
snap,us-il,snap_s39,state_manual_or_regulation,,,"searched 12724 provisions of 3 SNAP scope(s) ['2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-13-snap-et-state-plan'] for regex 'combined application project|\\bCAP\\b[^.]{0,80}\\bSSI\\b|elderly simplified application|\\bESAP\\b|"
snap,us-il,snap_s53,state_statute,,,"searched 12724 provisions of 3 SNAP scope(s) ['2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-13-snap-et-state-plan'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supple"
snap,us-il,snap_s59,state_manual_or_regulation,,,"searched 12724 provisions of 3 SNAP scope(s) ['2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-13-snap-et-state-plan'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP "
snap,us-in,snap_s02,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(categorical(ly)?|BBCE|expanded)[^.]{0,300}\\b(200|185|165|160|150)\\s?(%|percent)|\\b(200|185|165|160|150)\\s?(%|percent)[^.]{0,200}"
snap,us-in,snap_s03,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120}(not apply|waive|no |exempt|does not"
snap,us-in,snap_s05,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; "
snap,us-in,snap_s07,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'mandatory (standard )?utility|(SUA|HCSUA|standard utility allowance|utility (allowance|standard))s? (is|are) mandatory|must use the ("
snap,us-in,snap_s10,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'standard medical (deduction|expense deduction|expense \\(SME\\)|expense standard|allowance)|\\bSMD\\b|\\bSMED\\b': no match; rulebook"
snap,us-in,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-in,snap_s33,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'transitional benefits? (alternative|assistance|period|reporting|option)|\\bTBA\\b|transitional (SNAP|food|CalFresh|FoodShare|food sta"
snap,us-in,snap_s37,state_statute,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'state.funded[^.]{0,200}(non.?citizen|immigrant|alien|legal permanent|CFAP|\\bFAP\\b)|(non.?citizen|immigrant|alien)s?[^.]{0,200}state"
snap,us-in,snap_s40,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'restaurant meals? program|\\bRMP\\b|restaurant meals?[^.]{0,120}(elderly|disabled|homeless)': no match; rulebook recorded published_c"
snap,us-in,snap_s53,state_statute,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supplement|supplemental (SNAP|food)|Any"
snap,us-in,snap_s59,state_manual_or_regulation,,,"searched 614 provisions of 3 SNAP scope(s) ['2026-05-27-in-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP recipients?[^.]{0,80}(eligible|in"
snap,us-ia,snap_s05,state_manual_or_regulation,,,"searched 581 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ia-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; manual"
snap,us-ia,snap_s24,state_manual_or_regulation,,,"searched 581 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ia-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'certification period[^.]{0,200}\\b(6|12|24|36|six|twelve|twenty.four)\\b[^.]{0,20}months?|\\b(6|12|24|36|six|twelve|twenty.four)\\b.month c"
snap,us-ks,snap_s17,state_table_or_transmittal,,,"searched 586 provisions of 4 SNAP scope(s) ['2026-05-27-ks-keesm-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\"
snap,us-ks,snap_s20,state_table_or_transmittal,,,"searched 586 provisions of 4 SNAP scope(s) ['2026-05-27-ks-keesm-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?"
snap,us-ks,snap_s24,state_manual_or_regulation,,,"searched 586 provisions of 4 SNAP scope(s) ['2026-05-27-ks-keesm-r2026-07-15-self-contained', '2026-07-13-recovery-r2026-07-17-dedup', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan'] for regex 'certification period[^.]{0,200}\\b(6|12|24|36|six|twelve|twenty.four)\\b[^.]{"
snap,us-la,snap_s03,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120}(not apply|waive|no |exempt|does not|not subject)|(no|without an?|not subject to|exem"
snap,us-la,snap_s07,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'mandatory (standard )?utility|(SUA|HCSUA|standard utility allowance|utility (allowance|standard))s? (is|are) mandatory|must use the (standard utility|SUA|HCSUA|utility (standard|allo"
snap,us-la,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-la,snap_s33,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'transitional benefits? (alternative|assistance|period|reporting|option)|\\bTBA\\b|transitional (SNAP|food|CalFresh|FoodShare|food stamp)|\\bTSNAP\\b|\\bTFA\\b': no match; rulebook re"
snap,us-la,snap_s37,state_statute,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'state.funded[^.]{0,200}(non.?citizen|immigrant|alien|legal permanent|CFAP|\\bFAP\\b)|(non.?citizen|immigrant|alien)s?[^.]{0,200}state.funded (food|nutrition|snap|benefit|supplemental"
snap,us-la,snap_s38,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(drug|controlled substance)[^.]{0,100}(felony|conviction|felon)[^.]{0,250}(disqualif|eligib|ineligib)': no match; rulebook recorded published_current in the 2026-05/07 discovery but "
snap,us-la,snap_s40,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'restaurant meals? program|\\bRMP\\b|restaurant meals?[^.]{0,120}(elderly|disabled|homeless)': no match; rulebook recorded published_current in the 2026-05/07 discovery but the publis"
snap,us-la,snap_s59,state_manual_or_regulation,,,"searched 1599 provisions of 2 SNAP scope(s) ['2026-07-17-la-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP recipients?[^.]{0,80}(eligible|ineligible)|SSI recipients? (are|is|shall be) (elig"
snap,us-me,snap_s05,state_manual_or_regulation,,,"searched 292 provisions of 2 SNAP scope(s) ['2026-09-13-snap-et-state-plan', '2026-09-11-me-snap-manual-supersede'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; manual index recorded complete family-by"
snap,us-me,snap_s06,state_manual_or_regulation,,,"searched 292 provisions of 2 SNAP scope(s) ['2026-09-13-snap-et-state-plan', '2026-09-11-me-snap-manual-supersede'] for regex 'telephone (standard|allowance|utility)|phone (standard|allowance)|single utility (allowance|standard)|\\bTUA\\b|one.utility standard': no match; manual index recorded comple"
snap,us-me,snap_s18,state_table_or_transmittal,,,"searched 292 provisions of 2 SNAP scope(s) ['2026-09-13-snap-et-state-plan', '2026-09-11-me-snap-manual-supersede'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|benefit issuance) (table|chart|schedu"
snap,us-mn,snap_s04,state_manual_or_regulation,,,"searched 4336 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mn-combined-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\"
snap,us-mn,snap_s05,state_manual_or_regulation,,,"searched 4336 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mn-combined-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA"
snap,us-mn,snap_s15,state_table_or_transmittal,,,"searched 4336 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mn-combined-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded comp"
snap,us-mn,snap_s20,state_table_or_transmittal,,,"searched 4336 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mn-combined-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effe"
snap,us-ms,snap_s15,state_table_or_transmittal,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family "
snap,us-ms,snap_s16,state_table_or_transmittal,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (dedu"
snap,us-ms,snap_s17,state_table_or_transmittal,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\\$\\s?\\d{3}|income eligibility standards?[^.]{0,200}\\"
snap,us-ms,snap_s20,state_table_or_transmittal,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effective (October|Oct\\.?) (1, )?2025)[^.]{0,300}(a"
snap,us-ms,snap_s21,state_manual_or_regulation,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex 'resource (limit|standard|maximum)s?[^.]{0,120}\\$\\s?\\d|asset limit[^.]{0,120}\\$\\s?\\d|countable resources?[^.]{0,80}\\$\\s?\\d|\"
snap,us-ms,snap_s23,state_manual_or_regulation,,,"searched 505 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-ms-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex 'simplified report|semi.annual report|periodic report|six.month report|interim report|\\bSR\\b household': no match; manual index rec"
snap,us-ms,snap_s32,state_plan,2026-07-17-ms-snap-policy-manual,us-ms/manual/mdhs/snap-policy-manual/part-14/1.6,manual section '1.6 State Plan of Operation.' describes the state plan of operation; the plan itself and its option attachments are not in the corpus and FNS does not post them
snap,us-mo,snap_s15,state_table_or_transmittal,,,"searched 1285 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mo-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete"
snap,us-mo,snap_s16,state_table_or_transmittal,,,"searched 1285 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mo-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]"
snap,us-mo,snap_s20,state_table_or_transmittal,,,"searched 1285 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-05-27-mo-snap-manual-r2026-07-15-self-contained', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effectiv"
snap,us-mt,snap_s20,state_table_or_transmittal,,,"searched 539 provisions of 2 SNAP scope(s) ['2026-07-17-mt-snap-policy-manual', '2026-09-13-snap-et-state-plan'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effective (October|Oct\\.?) (1, )?2025)[^.]{0,300}(allotment|income (limit|standard)|standard de"
snap,us-ne,snap_s14,state_manual_or_regulation,,,"searched 857 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-09-11-ne-snap-manual-supersede'] for regex 'earned income (deduction|disregard)[^.]{0,80}(20|twenty)\\s?(%|percent)|(20|twenty)\\s?(%|percent)[^.]{0,60}earned income': no ma"
snap,us-ne,snap_s15,state_table_or_transmittal,,,"searched 857 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-09-11-ne-snap-manual-supersede'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy fami"
snap,us-ne,snap_s16,state_table_or_transmittal,,,"searched 857 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-09-11-ne-snap-manual-supersede'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (d"
snap,us-ne,snap_s25,state_manual_or_regulation,,,"searched 857 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-09-11-ne-snap-manual-supersede'] for regex 'report[^.]{0,120}change[^.]{0,200}(10 days|ten days|130 percent|130%|gross (monthly )?income)|change[^.]{0,80}within (10|ten) (ca"
snap,us-nj,snap_s15,state_table_or_transmittal,,,"searched 389 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nj-snap-rules'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family listed; "
snap,us-nj,snap_s16,state_table_or_transmittal,,,"searched 389 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nj-snap-rules'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction|ex"
snap,us-nj,snap_s17,state_table_or_transmittal,,,"searched 389 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nj-snap-rules'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\\$\\s?\\d{3}|income eligibility standards?[^.]{0,200}\\$\\s?\\d"
snap,us-nj,snap_s18,state_table_or_transmittal,,,"searched 389 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nj-snap-rules'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|bene"
snap,us-nj,snap_s20,state_table_or_transmittal,,,"searched 389 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nj-snap-rules'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effective (October|Oct\\.?) (1, )?2025)[^.]{0,300}(allotment"
snap,us-nm,snap_s15,state_table_or_transmittal,,,"searched 569 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-nm-snap-regulations'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family li"
snap,us-ok,snap_s15,state_table_or_transmittal,,,"searched 348 provisions of 3 SNAP scope(s) ['2026-09-11-ok-snap-manual-supersede', '2026-09-13-snap-et-state-plan', '2026-07-21-ok-snap-rules'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family listed; the r"
snap,us-pa,snap_s03,state_manual_or_regulation,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120}(not apply|waive|no |exempt|does not|not subject)|(no|without an?|not subject to|ex"
snap,us-pa,snap_s10,state_manual_or_regulation,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex 'standard medical (deduction|expense deduction|expense \\(SME\\)|expense standard|allowance)|\\bSMD\\b|\\bSMED\\b': no match; rulebook recorded published_current in the 2026-05/07 d"
snap,us-pa,snap_s15,state_table_or_transmittal,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; publisher index not inventoried family-by-family (state not in the #680 completion queue). The FY 2026 federal value is PR"
snap,us-pa,snap_s16,state_table_or_transmittal,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction|expense|cost)s?[^.]{0,80}(cap|maximum|limi"
snap,us-pa,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-pa,snap_s37,state_statute,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex 'state.funded[^.]{0,200}(non.?citizen|immigrant|alien|legal permanent|CFAP|\\bFAP\\b)|(non.?citizen|immigrant|alien)s?[^.]{0,200}state.funded (food|nutrition|snap|benefit|supplement"
snap,us-pa,snap_s38,state_manual_or_regulation,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex '(drug|controlled substance)[^.]{0,100}(felony|conviction|felon)[^.]{0,250}(disqualif|eligib|ineligib)': no match; rulebook recorded published_current in the 2026-05/07 discovery bu"
snap,us-pa,snap_s40,state_manual_or_regulation,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex 'restaurant meals? program|\\bRMP\\b|restaurant meals?[^.]{0,120}(elderly|disabled|homeless)': no match; rulebook recorded published_current in the 2026-05/07 discovery but the publ"
snap,us-pa,snap_s53,state_statute,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supplement|supplemental (SNAP|food)|Any size \\$)|minimum state supplement|\\bMSS\\b b"
snap,us-pa,snap_s59,state_manual_or_regulation,,,"searched 1442 provisions of 2 SNAP scope(s) ['2026-07-21-pa-snap-handbook', '2026-09-13-snap-et-state-plan'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP recipients?[^.]{0,80}(eligible|ineligible)|SSI recipients? (are|is|shall be) (el"
snap,us-ri,snap_s05,state_manual_or_regulation,,,"searched 368 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-21-ri-snap-rules'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; manual "
snap,us-ri,snap_s15,state_table_or_transmittal,,,"searched 368 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-21-ri-snap-rules'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family listed; "
snap,us-ri,snap_s17,state_table_or_transmittal,,,"searched 368 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-21-ri-snap-rules'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\\$\\s?\\d{3}|income eligibility standards?[^.]{0,200}\\$\\s?\\d"
snap,us-ri,snap_s20,state_table_or_transmittal,,,"searched 368 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-21-ri-snap-rules'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effective (October|Oct\\.?) (1, )?2025)[^.]{0,300}(allotment"
snap,us-sc,snap_s03,state_manual_or_regulation,,,"searched 651 provisions of 5 SNAP scope(s) ['2026-05-27-sc-snap-manual', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan', '2026-05-29-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120"
snap,us-sc,snap_s04,state_manual_or_regulation,,,"searched 651 provisions of 5 SNAP scope(s) ['2026-05-27-sc-snap-manual', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan', '2026-05-29-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\bHCSUA\\b[^."
snap,us-sc,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-sc,snap_s33,state_manual_or_regulation,,,"searched 651 provisions of 5 SNAP scope(s) ['2026-05-27-sc-snap-manual', '2026-07-13-recovery', '2026-09-13-snap-et-state-plan', '2026-05-29-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'transitional benefits? (alternative|assistance|period|reporting|option)|\\bTBA\\b|transitional ("
