program,jurisdiction,element,family,scope_version,citation_path,note
tanf,us-ks,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-ks-keesm-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set "
tanf,us-ky,tanf-s12,state regulation/manual,,,"single body mention only at us-ky/manual/2026-09-10-tanf-state-policy-manual us-ky/manual/dcbs/dfs/volume-iii-ktap/page-171 ('liances; cost of repairs to or replacement of an inoperable or unsafe motor vehicle that is essential for employment, ed'), not enough for PRESENT; no body in the selected sc"
tanf,us-ky,tanf-s18,state regulation/manual,,,"single body mention only at us-ky/manual/2026-09-10-tanf-state-policy-manual us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-23 ('t (20 hours for a single parent or a single caretaker relative with a child under 6 years old, 30 hours for a two-parent'), not enough for PRESENT; no body in the selected sco"
tanf,us-ky,tanf-s19,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ky,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ky,tanf-s24,state regulation/manual,,,"single body mention only at us-ky/manual/2026-09-10-tanf-state-policy-manual us-ky/manual/dcbs/dfs/volume-iii-ktap/page-9 ('e reviewed when the extension is reviewed. B. The individual was in a domestic violence situation in the past for which '), not enough for PRESENT; no body in the selected scop"
tanf,us-ky,tanf-s29,state regulation/manual,,,"single body mention only at us-ky/manual/2026-09-10-tanf-state-policy-manual us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-34 ('nine months to assist the individual in paying off previous college debt or to provide adult education services prior to'), not enough for PRESENT; no body in the selected sco"
tanf,us-la,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-la,tanf-s18,state regulation/manual,,,"single body mention only at us-la/manual/2026-09-10-tanf-state-policy-manual us-la/manual/dcfs/ei/p-410-step-participation-requirements/page-4 ('Not included in FITAP Grant 35 09 Single Parent/Caretaker, Caring for Child under 6 Included FITAP Grant 40 07 Victim of'), not enough for PRESENT; no body"
tanf,us-la,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-la,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-ma,tanf-s12,state regulation/manual,,,"single body mention only at us-ma/regulation/2026-06-27-ma-tafdc-regulations us-ma/regulation/dta/106-cmr/703/703.340 ('; (e) utility company records; (f) voter registration records; (g) motor vehicle license or registration; or (h) employm'), not enough for PRESENT; no body in the selected scope(s)"
tanf,us-ma,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-06-27-ma-tafdc-regulations] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ma,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-06-27-ma-tafdc-regulations] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ma,tanf-s22,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-06-27-ma-tafdc-regulations] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ma,tanf-s28,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-06-27-ma-tafdc-regulations] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ma,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-06-27-ma-tafdc-regulations] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-md,tanf-s02,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s07,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s08,state regulation/manual,,,single body mention only at us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated us-md/regulation/title-07/subtitle-03/chapter-03/regulation-20 ('uded in the TCA grant; or (e) Working and 
tanf,us-md,tanf-s10,state regulation/manual,,,single body mention only at us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated us-md/regulation/title-07/subtitle-03/chapter-03/regulation-13 ('r 50 percent of the gross income if self-e
tanf,us-md,tanf-s12,state regulation/manual,,,"single body mention only at us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated us-md/regulation/title-03/subtitle-04/chapter-08/regulation-02 ('g under their own power, such as aircraft,"
tanf,us-md,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s19,state regulation/manual,,,single body mention only at us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated us-md/regulation/title-07/subtitle-03/chapter-03/regulation-04 ('e) Social services; (f) Family preservatio
tanf,us-md,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s22,state regulation/manual,,,"single body mention only at us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated us-md/regulation/title-07/subtitle-03/chapter-03/regulation-07 ('(4) The local department may not deny, del"
tanf,us-md,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [guidance/2026-07-05-md-tca-2026-guidance, guidance/2026-07-05-md-tca-guidance, statute/2026-07-03-md-tca-statutes, regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-conso"
tanf,us-md,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-me,tanf-s16,state regulation/manual,,,"single body mention only at us-me/statute/2026-07-03-me-tanf-statute us-me/statute/title-22/3762/assistance-standards/block-1 ('ease the employability of parents who receive TANF assistance through on-the-job training and strengthening the public a'), not enough for PRESENT; no body in the selected "
tanf,us-me,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-03-me-tanf-rule-125a, statute/2026-07-03-me-tanf-statute, regulation/2026-07-03-me-tanf-regulation] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the"
tanf,us-me,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-03-me-tanf-rule-125a, statute/2026-07-03-me-tanf-statute, regulation/2026-07-03-me-tanf-regulation] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the"
tanf,us-mi,tanf-s01,state regulation/manual (assistance unit chapter),,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bem/210/page-1 ('o be eligible for FIP both of the following must be true: • The group must include a dependent child who lives with a le'), not enough for PRESENT; no body in the selected scope(s"
tanf,us-mi,tanf-s05,state regulation/manual,,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bam/300/page-5 ('tistics packet. Group these by type. • Copies of all documentation of budgetary needs unless stored in Bridges. Move the'), not enough for PRESENT; no body in the selected scope(s"
tanf,us-mi,tanf-s10,state regulation/manual,,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bam/105/page-11 ('• Health or hospital coverage and premiums. (Not required for FAP. • Dependent care expenses. (Not required for FAP.) Ex'), not enough for PRESENT; no body in the selected scope("
tanf,us-mi,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-11-mi-snap-manual-supersede] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-mi,tanf-s18,state regulation/manual,,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bem/230a/page-8 ('Disregard a mother for post-partum recovery up to two months. Lack of Child Care In the Employment Services - Detail scr'), not enough for PRESENT; no body in the selected scope("
tanf,us-mi,tanf-s29,state regulation/manual,,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bam/401e/page-3 ('activities, massage parlors, spas, tattoo shops, bail-bond agencies, adult entertainment, or cruise ships. • Clients who'), not enough for PRESENT; no body in the selected scope("
tanf,us-mi,tanf-s30,state regulation/manual,,,"single body mention only at us-mi/manual/2026-09-11-mi-snap-manual-supersede us-mi/manual/mdhhs/bridges/bem/230a/page-18 ('t PATH. • File a hearing regarding denial of support services such as transportation assistance, child care assistance, '), not enough for PRESENT; no body in the selected scope"
tanf,us-mn,tanf-s02,state regulation/manual,,,"single body mention only at us-mn/manual/2026-05-27-mn-combined-manual-r2026-07-15-self-contained us-mn/manual/dhs/combined-manual/current/page-63 ('MINOR CHILD. See EMANCIPATED MINOR in 0002.19 (Glossary: Early...). MINOR CHILD A child under age 18. MFIP, DWP : A chil'), not enough for PRESENT; no "
tanf,us-mn,tanf-s03,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-mn-combined-manual-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state doe"
tanf,us-mn,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-mo,tanf-s11,state regulation/manual,,,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-005-00/block-1 ('13 CSR 40-3.2.310 provides for a resource limit of $1,000 for applicant families, and $5,000 for participant families'), not enough for PRESENT; no body in the selected scope(s) ["
tanf,us-mo,tanf-s12,state regulation/manual,,,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-005-25-05/block-1 ('Automobile is defined as a passenger car or other motor vehicle used to provide transportation of goods or persons. Excl'), not enough for PRESENT; no body in the selected scop"
tanf,us-mo,tanf-s22,state regulation/manual,,,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-075-10/block-1 ('s Individual with a drug conviction Individual who is a fleeing felon Payee Only An adult who is an ineligible alien'), not enough for PRESENT; no body in the selected scope(s) [m"
tanf,us-mo,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-ms,tanf-s02,state regulation/manual,,,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-469 ('ls are considered children for purposes of this provision if they are dependent children under age 18 in the TANF case. '), not enough for PRESENT; no body in the selected scope("
tanf,us-ms,tanf-s18,state regulation/manual,,,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-370 ('eceive a weekly needs 4111 Volume III | Chapter 4 based payment for child care for children under six years old.'), not enough for PRESENT; no body in the selected scope(s) [manu"
tanf,us-ms,tanf-s21,state regulation/manual,,,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-88 ('TANF-UP) Revised 11-01-1710-01-21 Page Subject 2027 TANF UP-FRONT DIVERSION PROGRAM (UD) 2027 TANF WORK PROGRAM (TWP) 20'), not enough for PRESENT; no body in the selected scope(s"
tanf,us-mt,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-mt,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-mt,tanf-s24,state regulation/manual,,,"single body mention only at us-mt/manual/2026-09-10-tanf-state-policy-manual us-mt/manual/dphhs/tanf/0-2/page-3 ('ber Resources ................................................. 401-1 Domestic Violence Screening Questionnaire ........'), not enough for PRESENT; no body in the selected scope(s) [manu"
tanf,us-nc,tanf-s02,state regulation/manual,,,"single body mention only at us-nc/manual/2026-07-03-nc-work-first-manual us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-xii ('d income to the participant. Note: For ongoing cases, if the child is age 18 or older and is a student in high school wh'), not enough for PRESENT; no body in "
tanf,us-nc,tanf-s03,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s04,state regulation/manual,,,"single body mention only at us-nc/manual/2026-07-03-nc-work-first-manual us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-iv ('e Payments No Alaska Native Claims Settlement Act Payments No Alien's sponsor's income No Alimony/spousal support Yes Un'), not enough for PRESENT; no body in t"
tanf,us-nc,tanf-s07,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s08,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s10,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s11,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s15,state regulation/manual,,,"single body mention only at us-nc/manual/2026-07-03-nc-work-first-manual us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-iv ('k 2. Contact the source - P - Paid Work Experience (Generally through Welfare-to-Work) Yes Earned 1. Wage stub or check '), not enough for PRESENT; no body in t"
tanf,us-nc,tanf-s16,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s22,state regulation/manual,,,"single body mention only at us-nc/manual/2026-07-03-nc-work-first-manual us-nc/manual/dhhs/work-first/114-income-and-budgeting/section-i ('ber Excluded Member: Citizenship/ Immigration Status Excluded member: SSI Recipient Excluded Member: Other reasons Paren'), not enough for PRESENT; no body in th"
tanf,us-nc,tanf-s23,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s28,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nc,tanf-s30,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-03-nc-work-first-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Work First "
tanf,us-nd,tanf-s06,state regulation/manual,,,"single body mention only at us-nd/manual/2026-09-10-tanf-state-policy-manual us-nd/manual/hhs/tanf/400-19-05/block-1 ('month for which eligibility and benefits are computed. Benefits The amount of assistance a household receives from Tempo'), not enough for PRESENT; no body in the selected scope(s) "
tanf,us-nd,tanf-s18,state regulation/manual,,,"single body mention only at us-nd/manual/2026-09-10-tanf-state-policy-manual us-nd/manual/hhs/tanf/400-19-75-20/block-1 ('is personally caring for the child full-time and who demonstrates an inability to obtain needed child care for one or mo'), not enough for PRESENT; no body in the selected scope("
tanf,us-nd,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-ne,tanf-s02,state regulation/manual,,,"single body mention only at us-ne/regulation/2026-09-10-tanf-state-policy-manual us-ne/regulation/title-468/chapter-1/004.17 ('the first day of the mother’s third trimester through age 17; or (B) Age 18 if a full-time student regularly attending a'), not enough for PRESENT; no body in the selected s"
tanf,us-ne,tanf-s07,state regulation/manual,,,"single body mention only at us-ne/regulation/2026-09-10-tanf-state-policy-manual us-ne/regulation/title-468/chapter-1/004.39 ('The initial income test in Aid to Dependent Children “gap” budgeting against which net earned'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09"
tanf,us-ne,tanf-s12,state regulation/manual,,,"single body mention only at us-ne/regulation/2026-09-10-tanf-state-policy-manual us-ne/regulation/title-468/chapter-2/008.04 ('and occupies as a home; (B) Goods used in the home; (C) Clothing; (D) One motor vehicle if it is used for employment or '), not enough for PRESENT; no body in the selected s"
tanf,us-ne,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ne,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ne,tanf-s22,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-nh,tanf-s13,state regulation/manual,,,"single body mention only at us-nh/manual/2026-09-10-tanf-state-policy-manual us-nh/manual/dhhs/fam/611-01-computing-eligibility-fam/block-1 ('ssigned child support. If the case remains eligible, proceed with the grant calculation using only the child support amo'), not enough for PRESENT; no body in"
tanf,us-nh,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-nh,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-nh,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-nj,tanf-s02,state regulation/manual,,,"single body mention only at us-nj/regulation/2026-07-13-recovery us-nj/regulation/recovery/us-nj-njac-10-90/page-159 ('ours a WFNJ/GA recipient is to participate in CWEP. (c) A teen parent under the age of 18 shall be required, on a full t'), not enough for PRESENT; no body in the selected scope(s) "
tanf,us-nj,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-13-recovery] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; N.J.A.C. 10:90 is i"
tanf,us-nj,tanf-s12,state regulation/manual,,,"single body mention only at us-nj/regulation/2026-07-13-recovery us-nj/regulation/recovery/us-nj-njac-10-90/page-130 ('re integral in promoting self- sufficiency, such as the purchase of a first vehicle, vehicle repairs or essential househ'), not enough for PRESENT; no body in the selected scope(s) "
tanf,us-nj,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-13-recovery] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; N.J.A.C. 10:90 is i"
tanf,us-nj,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-13-recovery] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; N.J.A.C. 10:90 is i"
tanf,us-nj,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-nm,tanf-s02,state regulation/manual,,,"single body mention only at us-nm/regulation/2026-09-10-tanf-state-policy-manual us-nm/regulation/nmac/8/102/460/8.102.460.14 ('led in school with enough hours to ensure graduation prior to turning age 18; and (b) reports on a monthly basis attenda'), not enough for PRESENT; no body in the selected "
tanf,us-nm,tanf-s10,state regulation/manual,,,"single body mention only at us-nm/regulation/2026-09-10-tanf-state-policy-manual us-nm/regulation/nmac/8/102/120/8.102.120.11 ('up exceed the $1,500 liquid or $2,000 non-liquid resource limit; (6) dependent care expenses; (7) changes in residence, '), not enough for PRESENT; no body in the selected "
tanf,us-nm,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-nm,tanf-s28,state regulation/manual,,,"single body mention only at us-nm/regulation/2026-09-10-tanf-state-policy-manual us-nm/regulation/nmac/8/102/120/8.102.120.11 ('y the benefit group. (6) A household member has been identified as a fleeing felon or probation violator in accordance w'), not enough for PRESENT; no body in the selected "
tanf,us-nm,tanf-s29,state regulation/manual,,,"single body mention only at us-nm/regulation/2026-09-10-tanf-state-policy-manual us-nm/regulation/nmac/8/102/610/8.102.610.8 ('the person authorized to use the deceased recipient’s benefits. (4) EBT transactions shall not be in any liquor store; a'), not enough for PRESENT; no body in the selected s"
tanf,us-oh,tanf-s02,state regulation/manual,,,"single body mention only at us-oh/regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated us-oh/regulation/agency-5101-1/chapter-5101-1-23/rule-5101-1-23-10 ('ly with the living arrangement requirement. (8) A teen parent who is under the age of eighteen, and: ("
tanf,us-oh,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under ot"
