program,jurisdiction,element,level,family,note
liheap,us-hi,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://humanservices.hawaii.gov/wp-content/uploads/2019/07/Policies-and-Procedures-2020.pdf; not taken (run note: manuals are a separate family)
liheap,us-ia,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://hhs.iowa.gov/media/2702/download?inline="
liheap,us-ia,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://hhs.iowa.gov/media/2702/download?inline=; not taken (run note: manuals are a separate family)
liheap,us-in,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.in.gov/ihcda/files/Indiana-LIHEAP-Intake-and-Operations-Program-Manual-PY2024-version-1.0.pdf"
liheap,us-in,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.in.gov/ihcda/files/Indiana-LIHEAP-Intake-and-Operations-Program-Manual-PY2024-version-1.0.pdf; not taken (run note: manuals are a separate family)
liheap,us-ky,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.kyhousing.org/Partners/Developers/Single-Family/Weatherization-Assistance/Documents/2022%20Kentucky%20Health%20and%20Safety%20Plan.pdf"
liheap,us-ky,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.kyhousing.org/Partners/Developers/Single-Family/Weatherization-Assistance/Documents/2022%20Kentucky%20Health%20and%20Safety%20Plan.pdf; not taken (run note: manuals are a separate family)
liheap,us-la,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.lhc.la.gov/hubfs/Document%20Libraries/Energy%20Assistance/Louisiana%20LIHEAP%20Service%20Delivery%20Guide%20-%20REVISED%20February%201%2c%202022.pdf"
liheap,us-la,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.lhc.la.gov/hubfs/Document%20Libraries/Energy%20Assistance/Louisiana%20LIHEAP%20Service%20Delivery%20Guide%20-%20REVISED%20February%201%2c%202022.pdf; not taken (run note: manuals are a separate family)
liheap,us-md,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://dhs.maryland.gov/documents/OHEP/2021%20Operations%20Manual%20Final.pdf"
liheap,us-md,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://dhs.maryland.gov/documents/OHEP/2021%20Operations%20Manual%20Final.pdf; not taken (run note: manuals are a separate family)
liheap,us-me,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.mainehousing.org/docs/default-source/msha-rules/ch24-home-energy-assistance-program-rule.pdf"
liheap,us-me,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.mainehousing.org/docs/default-source/msha-rules/ch24-home-energy-assistance-program-rule.pdf; not taken (run note: manuals are a separate family)
liheap,us-mi,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.michigan.gov/mpsc/-/media/Project/Websites/mpsc/consumer/meap/2024/2024_MEAP_Policy_Manual.pdf"
liheap,us-mi,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.michigan.gov/mpsc/-/media/Project/Websites/mpsc/consumer/meap/2024/2024_MEAP_Policy_Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-mn,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://mn.gov/commerce-stat/pdfs/eap/providers/2024/FINAL-FFY24-EAP-Policy-Manual.pdf"
liheap,us-mn,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://mn.gov/commerce-stat/pdfs/eap/providers/2024/FINAL-FFY24-EAP-Policy-Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-mo,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://mydss.mo.gov/media/pdf/liheap-manual"
liheap,us-mo,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://mydss.mo.gov/media/pdf/liheap-manual; not taken (run note: manuals are a separate family)
liheap,us-ms,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.sos.ms.gov/adminsearch/ACCode/00000693c.pdf"
liheap,us-ms,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.sos.ms.gov/adminsearch/ACCode/00000693c.pdf; not taken (run note: manuals are a separate family)
liheap,us-mt,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://dphhs.mt.gov/assets/hcsd/liheap/LIHEAPmanual.pdf"
liheap,us-mt,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://dphhs.mt.gov/assets/hcsd/liheap/LIHEAPmanual.pdf; not taken (run note: manuals are a separate family)
liheap,us-nd,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.nd.gov/dhs/policymanuals/415/MLs/ML%203750%2010.1.2023.%20Full.pdf"
liheap,us-nd,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.nd.gov/dhs/policymanuals/415/MLs/ML%203750%2010.1.2023.%20Full.pdf; not taken (run note: manuals are a separate family)
liheap,us-ne,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://dhhs.ne.gov/Guidance%20Docs/Low%20Income%20Home%20Energy%20Assistance%20Program%20(LIHEAP)%20Guidance%20Document.pdf"
liheap,us-ne,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://dhhs.ne.gov/Guidance%20Docs/Low%20Income%20Home%20Energy%20Assistance%20Program%20(LIHEAP)%20Guidance%20Document.pdf; not taken (run note: manuals are a separate family)
liheap,us-nh,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.energy.nh.gov/sites/g/files/ehbemt551/files/inline-documents/sonh/fuel-assistance-program-procedures-manual.pdf"
liheap,us-nh,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.energy.nh.gov/sites/g/files/ehbemt551/files/inline-documents/sonh/fuel-assistance-program-procedures-manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-nj,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.nj.gov/dca/dhcr/offices/docs/FY2026%20LIHEAP%20Handbook%20.pdf"
liheap,us-nj,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.nj.gov/dca/dhcr/offices/docs/FY2026%20LIHEAP%20Handbook%20.pdf; not taken (run note: manuals are a separate family)
liheap,us-nv,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://dwss.nv.gov/uploadedFiles/dwssnvgov/content/Energy/FY%202024%20EAP%20Manual.pdf"
liheap,us-nv,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://dwss.nv.gov/uploadedFiles/dwssnvgov/content/Energy/FY%202024%20EAP%20Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-ny,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: http://otda.ny.gov/programs/heap/HEAP-manual.pdf"
liheap,us-oh,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://irp.cdn-website.com/aa88b0b1/files/uploaded/2022-24%20ATTACHMENT%202022-2023%20EAP%20Guidelines%20%281%29.pdf"
liheap,us-oh,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://irp.cdn-website.com/aa88b0b1/files/uploaded/2022-24%20ATTACHMENT%202022-2023%20EAP%20Guidelines%20%281%29.pdf; not taken (run note: manuals are a separate family)
liheap,us-or,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.oregon.gov/ohcs/energy-weatherization/Documents/2022-Energy-Assistance-Manual.pdf"
liheap,us-or,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.oregon.gov/ohcs/energy-weatherization/Documents/2022-Energy-Assistance-Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-pa,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: http://services.dpw.state.pa.us/oimpolicymanuals/liheap/index.htm"
liheap,us-pa,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): http://services.dpw.state.pa.us/oimpolicymanuals/liheap/index.htm; not taken (run note: manuals are a separate family)
liheap,us-sd,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://liheapch.acf.gov/sites/default/files/webfiles/docs/SD_Policy-and-Procedures-Manual2018.pdf"
liheap,us-sd,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://liheapch.acf.gov/sites/default/files/webfiles/docs/SD_Policy-and-Procedures-Manual2018.pdf; not taken (run note: manuals are a separate family)
liheap,us-tn,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://thda.org/pdf/LIHEAP-Policy-Manual.pdf"
liheap,us-tn,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://thda.org/pdf/LIHEAP-Policy-Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-ut,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://jobs.utah.gov/housing/scso/seal/documents/heatpolicymanual.pdf"
liheap,us-ut,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://jobs.utah.gov/housing/scso/seal/documents/heatpolicymanual.pdf; not taken (run note: manuals are a separate family)
liheap,us-va,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.dss.virginia.gov/files/division/bp/ea/intro_page/manual/Complete_Manual.pdf"
liheap,us-va,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.dss.virginia.gov/files/division/bp/ea/intro_page/manual/Complete_Manual.pdf; not taken (run note: manuals are a separate family)
liheap,us-vt,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://dcf.vermont.gov/esd/laws-rules/proposed/P2900 (Heating) and P3100 (Crisis)"
liheap,us-vt,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://dcf.vermont.gov/esd/laws-rules/proposed/P2900 (Heating) and P3100 (Crisis); not taken (run note: manuals are a separate family)
liheap,us-wi,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://energyandhousing.wi.gov/PublishingImages/Pages/AgencyResources/energy-assistance/Program%20Year%202024%20WHEAP%20Manual%20April.pdf"
liheap,us-wi,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://energyandhousing.wi.gov/PublishingImages/Pages/AgencyResources/energy-assistance/Program%20Year%202024%20WHEAP%20Manual%20April.pdf; not taken (run note: manuals are a separate family)
liheap,us-wv,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: http://www.wvdhhr.org/bcf/policy/imm/new_manual/immanual/manual_pdf_files/chapter_26/ch26_2.pdf"
medicare,us,MED-F-IOM-100-03,federal,manual,https://www.cms.gov/medicare/regulations-guidance/manuals/internet-only-manuals-ioms: 4 chapters listed on the IOM index; not taken
medicare,us-ak,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-al,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ar,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-az,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ca,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-co,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ct,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-dc,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-de,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-fl,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ga,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-hi,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ia,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-id,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-il,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-in,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ks,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ky,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-la,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ma,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-md,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-me,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-mi,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-mn,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-mo,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ms,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-mt,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nc,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nd,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ne,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nh,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nj,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nm,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-nv,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ny,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-oh,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ok,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-or,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-pa,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ri,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-sc,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-sd,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-tn,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-tx,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-ut,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-va,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-vt,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-wa,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-wi,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-wv,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us-wy,MED-F-IOM-100-03,federal,manual,inherited from federal
medicare,us,MED-F-IOM-100-05,federal,manual,https://www.cms.gov/medicare/regulations-guidance/manuals/internet-only-manuals-ioms: 8 chapters listed on the IOM index; not taken
medicare,us-ak,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-al,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ar,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-az,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ca,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-co,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ct,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-dc,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-de,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-fl,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ga,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-hi,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ia,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-id,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-il,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-in,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ks,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ky,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-la,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ma,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-md,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-me,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-mi,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-mn,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-mo,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ms,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-mt,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nc,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nd,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ne,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nh,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nj,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nm,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-nv,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ny,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-oh,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ok,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-or,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-pa,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ri,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-sc,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-sd,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-tn,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-tx,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-ut,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-va,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-vt,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-wa,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-wi,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-wv,MED-F-IOM-100-05,federal,manual,inherited from federal
medicare,us-wy,MED-F-IOM-100-05,federal,manual,inherited from federal
