program,jurisdiction,element,family,scope_version,citation_path,note
medicaid,us-ks,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ks/policy/cms/medicaid-state-plan/spa/ks-21-0013/approval-document/page-32,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'n 2. Infants and Children under Age 19 3. Parents and Other Caretaker Relatives 4. Adult Group, if covered by the state 5. Individuals above 133% FPL' (candidate, needs reading)"
medicaid,us-ky,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ky/policy/cms/medicaid-state-plan/spa/ky-25-0001/approval-document/page-45,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'plan to MACProJ: Families and Adults Eligibility Group Name Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of I' (candidate, needs reading)"
medicaid,us-la,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/h-100/page-4,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'ty must be examined. The order is as follows: • Parent and Caretaker Relatives Group (PCR); • Former Foster Care (FFC); Note: If an individual is eli' (candidate, needs reading)"
medicaid,us-ma,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ma/policy/cms/medicaid-state-plan/spa/ma-19-0026/approval-document/page-32,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-md,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-7,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'ren up to age 19 who are enrolled in D04 if their parent or caretaker relative is willing to pay the P- Track and MCHP monthly premium and if their ho' (candidate, needs reading)"
medicaid,us-me,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-me/policy/cms/medicaid-state-plan/spa/me-25-0016/approval-document/page-7,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-mi,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-11-mi-snap-manual-supersede,us-mi/manual/mdhhs/bridges/bem/210/page-9,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'en though the child will not be in the FIP certified group. OPTIONAL CERTIFIED GROUP MEMBERS A needy caretaker other than a parent or stepparent may r' (candidate, needs reading)"
medicaid,us-mn,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mn/policy/cms/medicaid-state-plan/spa/mn-24-0036/approval-document/page-45,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-mo,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1805-000-00/1805-030-00/1805-030-10/1805-030-10-25/block-1,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'rriage has been terminated, either by death or divorce. The caretaker relative must be assuming primary responsibility for the dependent child as defi' (candidate, needs reading)"
medicaid,us-ms,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ms/policy/cms/medicaid-state-plan/spa/ms-13-0019-mm1/approval-document/page-25,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'ration date: 10/31/2014 42 CFR 435.220 1902(a)(10)(A (ii) Optional Coverage of Parents and Other Caretaker Relatives - The state elects to cover ind' (candidate, needs reading)"
medicaid,us-mt,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma103-4/page-2,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'peration with Child Support is not required for ABD, and is optional for ACA Parent/Caretaker Relative, Qualiﬁed Pregnant Woman medically needy and Fa' (candidate, needs reading)"
medicaid,us-nc,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nc/policy/cms/medicaid-state-plan/spa/nc-21-0025/approval-document/page-30,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'plan to MACPro): Families and Adults Eligibility Group Name Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of I' (candidate, needs reading)"
medicaid,us-nd,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-105-05/block-1,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'ied Caretaker Relative 7 M088 ACA Extended Parent/Specified Caretaker Relative 8 M087 ACA Transitional Children 9 M061 ACA Extended Children 10 M078 O' (candidate, needs reading)"
medicaid,us-ne,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-eligibility-manual,us-ne/regulation/title-477/chapter-25/002.01,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'Children, parents or caretaker relatives, pregnant women, and the aged, blind, and disabled who have income above the limit for categorical eligibilit' (candidate, needs reading)"
medicaid,us-nh,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/828.03,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'pursuant to (b)(1) through (4) above. (c) Parent or other caretaker relative medical assistance shall end when the employment criteria in (a)(1) abo' (candidate, needs reading)"
medicaid,us-nj,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-69/page-28,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: '."" This process is for the convenience of the parent and is optional. 2. If the service is available at the hospital and the parent elects to apply, t' (candidate, needs reading)"
medicaid,us-nm,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nm/policy/cms/medicaid-state-plan/spa/nm-19-0009/approval-document/page-18,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-nv,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nv/policy/cms/medicaid-state-plan/spa/nv-25-0006/approval-document/page-7,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications' (candidate, needs reading)"
medicaid,us-ny,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ny/policy/cms/medicaid-state-plan/spa/ny-25-0026/approval-document/page-11,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'plan to MACPro): Families and Adults Eligibility Group Name Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of I' (candidate, needs reading)"
medicaid,us-oh,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-oh/policy/cms/medicaid-state-plan/spa/oh-25-0006/approval-document/page-31,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'n 2. Infants and Children under Age 19 3. Parents and Other Caretaker Relatives 4. Adult Group, if covered by the state 5. Individuals above 133% FPL' (candidate, needs reading)"
medicaid,us-ok,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ok/policy/cms/medicaid-state-plan/spa/ok-21-0038/approval-document/page-11,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'n 2. Infants and Children under Age 19 3. Parents and Other Caretaker Relatives 4. Adult Group, if covered by the state 5. Individuals above 133% FPL' (candidate, needs reading)"
medicaid,us-or,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-or/policy/cms/medicaid-state-plan/spa/or-23-0033/approval-document/page-31,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications' (candidate, needs reading)"
medicaid,us-pa,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-pa/policy/cms/medicaid-state-plan/spa/pa-14-0012-mm1/approval-document/page-2,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: '• S50, Optional Individuals above 133% FPL, page 1; • S51, Optional Coverage of Parents and Other Caretaker Relatives, page 1; • S52, Reasonable Clas' (candidate, needs reading)"
medicaid,us-ri,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-30-00-1/page-1,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'gories: children, pregnant people and newborns, and parents/caretaker relatives; 2. Created an optional Medicaid coverage group for adults between the' (candidate, needs reading)"
medicaid,us-sc,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/section-200/block-7,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'aiver Program LIF | Low-Income Families (Replaced by Parent/Caretaker Relative) MAGI | Modified Adjusted Gross Income MEDS | Medicaid Eligibility Dete' (candidate, needs reading)"
medicaid,us-sd,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-sd/policy/cms/medicaid-state-plan/spa/sd-23-0021/approval-document/page-7,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications' (candidate, needs reading)"
medicaid,us-tn,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-tn/policy/cms/medicaid-state-plan/spa/tn-25-0007/approval-document/page-27,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage a Included in Another Submission Package Source Type a Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-tx,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-tx/manual/hhsc/medicaid/twh-a-130/block-22,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'MA Parents and Caretaker Relatives - Emergency 14 Parents, caretaker relatives and children receiving Medicaid who receive denial due to new or incre' (candidate, needs reading)"
medicaid,us-ut,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-ut/manual/dhhs/medicaid/200-basic-rules-227-2-refusal-to-cooperate-with-medical-support-enforcement-requirements/block-2,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'cause process is complete ( 227-3 and 227-4 ). If a parent/caretaker relative refuses to cooperate with Medical Support Enforcement as described in N' (candidate, needs reading)"
medicaid,us-va,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m03/page-129,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'aid categories for MAGI Adults are: AC Meaning 100 Parent/caretaker relative; income above the LIFC limit and below 100% FPL (no 5% disregard) 101' (candidate, needs reading)"
medicaid,us-vt,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-2/7.03,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'vidual under age 21, a pregnant woman, or a parent or other caretaker relative, as described above, may qualify for MCA as medically needy even if the' (candidate, needs reading)"
medicaid,us-wa,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-wa/manual/hca/medicaid/program-standard-income-and-resources/block-3,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: ',127 $1,284 $1,471 $1,631 $1,792 $1,951 $1,951 Parents and caretaker relatives with earned income above the limits in subsection (2) of this section' (candidate, needs reading)"
medicaid,us-wi,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/badgercare-plus-handbook-release-26-03/page-130,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'Pregnant women 306% FPL Children under 19* 306% FPL Parents/Caretaker relatives 100% FPL Childless adults 100% FPL Family Planning Only Services 306%' (candidate, needs reading)"
medicaid,us-wv,M-435-220,state eligibility manual or codified eligibility regulation,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-353,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'elative for other children, he must be included. o When the caretaker relative chooses to be included, refer to who must be included above. • When the' (candidate, needs reading)"
medicaid,us-wy,M-435-220,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-wy/policy/cms/medicaid-state-plan/spa/wy-20-0008/approval-document/page-9,"weak (candidate) pattern matched; /optional.{0,60}(parent|caretaker)|caretaker relati/: 'kage  Included in Another Submission Package Source Type  Optional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classiţcations o' (candidate, needs reading)"
medicaid,us-ak,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-24-0001/approval-document/page-8,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of Individuals under Age 21 Children with Non-lV-E Adoption Ass' (candidate, needs reading)"
medicaid,us-al,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-al/policy/cms/medicaid-state-plan/spa/al-13-0021-mm1/approval-document/page-27,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: '42 CFR 435.222 1902(a)(10)(A)(ii)(D 1902(a)(10)(A)(ii)(TV) Reasonable Classification of Individuals under Age 21 - The state elects to cover one or m' (candidate, needs reading)"
medicaid,us-ar,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ar/policy/cms/medicaid-state-plan/spa/ar-23-0015/approval-document/page-3,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 NEW Children with Non-IV-E Adoption' (candidate, needs reading)"
medicaid,us-az,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-az/policy/cms/medicaid-state-plan/spa/az-19-0023/approval-document/page-37,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'aker Relatives NEW Reasonable Classiţcations of Individuals under Age 21 NEW Children with Non-IV-E Adoption Assistance CONVERTED Independent Foster C' (candidate, needs reading)"
medicaid,us-ca,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ca/policy/cms/medicaid-state-plan/spa/ca-26-0003/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Women Medically Needy Children under Age 18 Medically Needy Reasonable Classifications of Individuals under Age 21 Medically Needy Parents and Other C' (candidate, needs reading)"
medicaid,us-co,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-co/policy/cms/medicaid-state-plan/spa/co-25-0022/approval-document/page-24,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of Individuals under Age 21 Children with Non-lV-E Adoption Ass' (candidate, needs reading)"
medicaid,us-ct,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ct/policy/cms/medicaid-state-plan/spa/ct-26-0022/approval-document/page-7,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of Individuals under Age 21 Children with Non-lV-E Adoption Ass' (candidate, needs reading)"
medicaid,us-dc,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-dc/policy/cms/medicaid-state-plan/spa/dc-25-0013/approval-document/page-14,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'aker Relatives NEW Reasonable Classiţcations of Individuals under Age 21 APPROVED Children with Non-IV-E Adoption Assistance APPROVED Independent Fost' (candidate, needs reading)"
medicaid,us-de,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-25-0009/approval-document/page-8,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'aker Relatives NEW Reasonable Classiţcations of Individuals under Age 21 NEW Children with Non-IV-E Adoption Assistance CONVERTED Independent Foster C' (candidate, needs reading)"
medicaid,us-fl,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-fl/policy/cms/medicaid-state-plan/spa/fl-25-0011/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Women Medically Needy Children under Age 18 Medically Needy Reasonable Classifications of Individuals under Age 21 Medically Needy Parents and Other C' (candidate, needs reading)"
medicaid,us-ga,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ga/policy/cms/medicaid-state-plan/spa/ga-13-0020-mm1/approval-document/page-34,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: '2 CFR 435.222 1902(a)(10)(A)(ii)(T) 1902(a)(10)(A)(ii)(IV) Reasonable Classification of Individuals under Age 21 - The state elects to cover one or m' (candidate, needs reading)"
medicaid,us-hi,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-hi/policy/cms/medicaid-state-plan/spa/hi-24-0013/approval-document/page-8,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Coverage of Parents and Other Caretaker Relatives CONVERTED Reasonable Classifications of Individuals under Age 21 NEW Children with Non-IV-E Adoption' (candidate, needs reading)"
medicaid,us-ia,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ia/policy/cms/medicaid-state-plan/spa-index/p03/block-1,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Approval Document Disregard all income for the following reasonable classifications children under the age of 21, placed in licensed foster care, f' (candidate, needs reading)"
medicaid,us-id,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-id/policy/cms/medicaid-state-plan/spa/id-20-0016/approval-document/page-94,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'garding how ESPDT benefits will be provided to participants under 21 years of age (optional): Behavioral health and dental services are provided throu' (candidate, needs reading)"
medicaid,us-il,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-il/policy/cms/medicaid-state-plan/spa/il-21-0019/approval-document/page-7,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Coverage of Parents and Other Caretaker Relatives CONVERTED Reasonable Classifications of Individuals under Age 21 CONVERTED Children with Non-IV-E Ad' (candidate, needs reading)"
medicaid,us-in,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-in/policy/cms/medicaid-state-plan/spa/in-23-0005/approval-document/page-25,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 CONVERTED Children with Non-IV-E Ad' (candidate, needs reading)"
medicaid,us-ks,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ks/policy/cms/medicaid-state-plan/spa/ks-19-0018/approval-document/page-14,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 CONVERTED Children with Non- IV-E A' (candidate, needs reading)"
medicaid,us-ky,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ky/policy/cms/medicaid-state-plan/spa/ky-25-0001/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Needy Individuals Who Were Eligible in 1973 Medically Needy Reasonable Classifications of Individuals under Age 21 Medically Needy Parents and Other C' (candidate, needs reading)"
medicaid,us-la,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-la/policy/cms/medicaid-state-plan/spa/la-25-0004/approval-document/page-7,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 CONVERTED Children with Non-IV-E Ad' (candidate, needs reading)"
medicaid,us-ma,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ma/policy/cms/medicaid-state-plan/spa/ma-24-0019/approval-document/page-6,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'the age of the exemption: l Under age 19 (' Under age 20 (' Under age 21 (e Other reasonable category Description: Copays are eliminated, effective 4/' (candidate, needs reading)"
medicaid,us-md,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-md/policy/cms/medicaid-state-plan/spa/md-13-0020-mm1/approval-document/page-27,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'date· 10/31/2014 Eligibility Groups - Options for Coverage Reasonable Classification of Individuals under Age 21 42 CFR 435.222 1902(a )(10)(A )(ii)(' (candidate, needs reading)"
medicaid,us-me,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-me/policy/cms/medicaid-state-plan/spa/me-24-0034/approval-document/page-11,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'the age of the exemption: l Under age 19 l Under age 20 (i Under age 21 l Other reasonable category The state elects to exempt individuals whose medi' (candidate, needs reading)"
medicaid,us-mi,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mi/policy/cms/medicaid-state-plan/spa/mi-25-0100/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Basic Medically Needy Children under Age 18 Medically Needy Reasonable Classifications of Individuals under Age 21 Medically Needy Parents and Other C' (candidate, needs reading)"
medicaid,us-mn,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mn/policy/cms/medicaid-state-plan/spa/mn-24-0036/approval-document/page-45,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'aker Relatives NEW Reasonable Classiţcations of Individuals under Age 21 CONVERTED Children with Non-IV-E Adoption Assistance CONVERTED Independent Fo' (candidate, needs reading)"
medicaid,us-mo,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mo/policy/cms/medicaid-state-plan/spa-index/p02/block-1,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 't Approval Document Approval Document Approval Document Reasonable classifications of children This SPA clarifies coverage in place in the state a' (candidate, needs reading)"
medicaid,us-ms,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ms/policy/cms/medicaid-state-plan/spa/ms-13-0019-mm1/approval-document/page-26,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: '42 CFR 435.222 1902(a)(10)(A)(ii)(D) 1902(a)(10A)(ii\(TV) [Reasonable Classification of Individuals under Age 21 - The state elects to cover one or m' (candidate, needs reading)"
medicaid,us-mt,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mt/policy/cms/medicaid-state-plan/spa/mt-22-0002/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'y Children under Age 18 1/1/2022 MT-20-0005 Medically Needy Reasonable Classifications of Individuals under Age 21 1/1/2022 MT-20-0005 Medically Needy' (candidate, needs reading)"
medicaid,us-nc,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nc/policy/cms/medicaid-state-plan/spa/nc-23-0029/approval-document/page-55,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'garding how ESPDT benefits will be provided to participants under 21 years of age ( optional): Prescription Drng Coverage Assurances [ZI The state/ten' (candidate, needs reading)"
medicaid,us-nd,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nd/policy/cms/medicaid-state-plan/spa/nd-23-0034/approval-document/page-4,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'y Children under Age 18 1/1/2024 ND-19-0017 Medically Needy Reasonable Classifications of Individuals under Age 21 1/1/2024 ND-19-0017 Medically Needy' (candidate, needs reading)"
medicaid,us-ne,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-ne/policy/cms/medicaid-state-plan/spa/ne-25-0019/approval-document/page-27,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 CONVERTED Children with Non-IV-E Ad' (candidate, needs reading)"
medicaid,us-nh,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nh/policy/cms/medicaid-state-plan/spa/nh-26-0001/approval-document/page-7,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Optional Coverage of Parents and Other Caretaker Relatives Reasonable Classifications of Individuals under Age 21 Children with Non-lV-E Adoption Ass' (candidate, needs reading)"
medicaid,us-nj,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nj/policy/cms/medicaid-state-plan/spa/nj-24-0005/approval-document/page-7,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'ional Coverage of Parents and Other Caretaker Relatives NEW Reasonable Classifications of Individuals under Age 21 NEW Children with Non-IV-E Adoption' (candidate, needs reading)"
medicaid,us-nm,M-435-222,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-nm/policy/cms/medicaid-state-plan/spa/nm-20-0004/approval-document/page-9,"weak (candidate) pattern matched; /reasonable classification|under (age )?21.{0,120}(/: 'Individuals below 133% of the FPL: 1902(a)(10)(A)(i)(VIII) Reasonable Classification of Individuals under Age 21: 1902(a)(10)(A)(ii)(I), 1902(a)(10)(' (candidate, needs reading)"
