program,jurisdiction,element,level,family,note
tax,us-de,S16,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S23,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S33,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11); form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'justment to gross income. (Column A, Line 16.) Sergeant Smith should contact Ohio for his filing requirements for Ohio. Military Spouses All income of a "
tax,us-de,S34,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11); form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): '....................................................................................... 2 Extension of Time to File a Return............................."
tax,us-de,S35,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,R01,state,state regulation,no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher
tax,us-ga,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ga,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ga,S21,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ga,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ga,S25,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-hi,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-hi-volume-04-chapter-235; income-tax chapter rows: 158); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-hi,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-hi-volume-04-chapter-235; income-tax chapter rows: 158); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-hi,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-hi-volume-04-chapter-235; income-tax chapter rows: 158); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-hi,S27,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-hi-volume-04-chapter-235; income-tax chapter rows: 158); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-hi,F01,state,state form instructions and rate schedules,"no TY2025 resident return form in any selected form scope (form documents present: Hawaii Form N-11 Instructions, Tax Year 2025 — Tax); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://tax.hawaii.gov/legal/"
tax,us-hi,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://tax.hawaii.gov/legal/
tax,us-hi,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://tax.hawaii.gov/legal/
tax,us-hi,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://tax.hawaii.gov/legal/
tax,us-ia,S08,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-ia-title-x-chapter-422-r2026-07-24-immutable; income-tax chapter rows: 128); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ia,S09,state conformity,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-ia-title-x-chapter-422-r2026-07-24-immutable; income-tax chapter rows: 128); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ia,S11,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-ia-title-x-chapter-422-r2026-07-24-immutable; income-tax chapter rows: 128); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ia,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-ia-title-x-chapter-422-r2026-07-24-immutable; income-tax chapter rows: 128); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ia,S35,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-ia-title-x-chapter-422-r2026-07-24-immutable; income-tax chapter rows: 128); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ia,F01,state,state form instructions and rate schedules,"no TY2025 resident return form in any selected form scope (form documents present: 2025 IA 1040 Expanded Instructions (printable), 2025 IA 1040 Iowa Individual Income Tax Return (41); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.legis.iowa.gov/law/administrativeRules/chapters?agency=701"
tax,us-id,S10,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S11,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S21,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S22,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S31,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-id-title-63-chapter-30; income-tax chapter rows: 162); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-id,S33,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-09-14-income-tax-chapter-us-id-title-63-chapter-30); form body ('Form 40, Idaho Individual Income Tax Return (2025) 1', 39925 chars): 'this line. Line 20 Tax Enter the Idaho income tax due on this line. If you don’t meet the filing requirements (see page 2) and are filing only to receive a refund o"
tax,us-il,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S11,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S13,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S21,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,S32,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-26-ilcs-320-30-us-il-chapter-320-act-30-r2026-07-15-self-contained, 2026-07-13-recovery, 2026-07-24-il-individual-income-tax-resident-core; income-tax chapter rows: 1679); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-il,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-title-086-part-00100; publisher forms index: https://www.ilga.gov/ftp/JCAR/AdminCode/086/
tax,us-il,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-title-086-part-00100; publisher forms index: https://www.ilga.gov/ftp/JCAR/AdminCode/086/
tax,us-il,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://www.ilga.gov/ftp/JCAR/AdminCode/086/
tax,us-il,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.ilga.gov/ftp/JCAR/AdminCode/086/
tax,us-il,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.ilga.gov/ftp/JCAR/AdminCode/086/
tax,us-in,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-in-title-6; income-tax chapter rows: 1036); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-in,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-in-title-6; income-tax chapter rows: 1036); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-in,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-east-us-in-title-6; income-tax chapter rows: 1036); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S16,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S25,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-04-ks-sspp-statute, 2026-07-16-pit-west-us-ks-chapter-79-article-32, 2026-07-24-ks-resident-income-tax-core; income-tax chapter rows: 467); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ks,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://rules.ks.gov/api/policy-library-public/collections/0ae1e448-f5a1-4e09-9d6d-a488ac7c284a/sections/17ac6eb9-1370-411a-8aab-a875a2fcdd0f
tax,us-ks,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://rules.ks.gov/api/policy-library-public/collections/0ae1e448-f5a1-4e09-9d6d-a488ac7c284a/sections/17ac6eb9-1370-411a-8aab-a875a2fcdd0f
tax,us-ks,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://rules.ks.gov/api/policy-library-public/collections/0ae1e448-f5a1-4e09-9d6d-a488ac7c284a/sections/17ac6eb9-1370-411a-8aab-a875a2fcdd0f
tax,us-ks,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://rules.ks.gov/api/policy-library-public/collections/0ae1e448-f5a1-4e09-9d6d-a488ac7c284a/sections/17ac6eb9-1370-411a-8aab-a875a2fcdd0f
tax,us-ks,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://rules.ks.gov/api/policy-library-public/collections/0ae1e448-f5a1-4e09-9d6d-a488ac7c284a/sections/17ac6eb9-1370-411a-8aab-a875a2fcdd0f
tax,us-ky,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-09-14-income-tax-chapter; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ky,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-09-14-income-tax-chapter; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ky,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-09-14-income-tax-chapter; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ky,S35,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-09-14-income-tax-chapter; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ky,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: 2026 Instructions for Filing Estimated Tax Voucher); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://apps.legislature.ky.gov/law/kar/titles/103/
tax,us-ky,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: 2026 Instructions for Filing Estimated Tax Voucher); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://apps.legislature.ky.gov/law/kar/titles/103/
tax,us-ky,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://apps.legislature.ky.gov/law/kar/titles/103/
tax,us-ky,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://apps.legislature.ky.gov/law/kar/titles/103/
tax,us-la,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-22-la-title-47-official-current-us-la-title-47; income-tax chapter rows: 509); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-la,S14,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-22-la-title-47-official-current-us-la-title-47; income-tax chapter rows: 509); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-la,S15,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-22-la-title-47-official-current-us-la-title-47; income-tax chapter rows: 509); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-la,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: 2026 Declaration of Estimated Tax for Individuals ); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.doa.la.gov/doa/osr/louisiana-administrative-code/
tax,us-la,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: 2026 Declaration of Estimated Tax for Individuals ); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.doa.la.gov/doa/osr/louisiana-administrative-code/
tax,us-la,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://www.doa.la.gov/doa/osr/louisiana-administrative-code/
tax,us-la,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.doa.la.gov/doa/osr/louisiana-administrative-code/
tax,us-la,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.doa.la.gov/doa/osr/louisiana-administrative-code/
tax,us-ma,S03,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S14,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S21,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S22,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S30,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S31,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 36); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ma,S32,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery); form body ('2026 Form 1-ES Massachusetts Estimated Income Tax 1', 20165 chars): 'R 62B.2.2(6)(b). count. Vouchers should be mailed to Massachusetts Department • Composite payments of estimated tax. The filing agent responsible of Revenue, PO Box 419540, Boston,'; posted by the stat"
tax,us-ma,S34,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery); form body ('2026 Form 1-ES Massachusetts Estimated Income Tax 1', 20165 chars): 'n income not subject to withholding. your estimated tax must be paid in full on or before April 15, 2026, • Recipients of unemployment compensation who do not choose vol­ or in equ'; posted by the stat"
tax,us-ma,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: 2026 Form 1-ES Massachusetts Estimated Income Tax); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.mass.gov/lists/dor-regulations
tax,us-ma,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: 2026 Form 1-ES Massachusetts Estimated Income Tax); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.mass.gov/lists/dor-regulations
tax,us-ma,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://www.mass.gov/lists/dor-regulations
tax,us-ma,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.mass.gov/lists/dor-regulations
tax,us-ma,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.mass.gov/lists/dor-regulations
tax,us-md,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-md-tca-statutes, 2026-09-14-income-tax-chapter-us-md-article-gtg; income-tax chapter rows: 146); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-md,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-md-tca-statutes, 2026-09-14-income-tax-chapter-us-md-article-gtg; income-tax chapter rows: 146); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-md,S21,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-md-tca-statutes, 2026-09-14-income-tax-chapter-us-md-article-gtg; income-tax chapter rows: 146); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-md,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-md-tca-statutes, 2026-09-14-income-tax-chapter-us-md-article-gtg; income-tax chapter rows: 146); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-md,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-md-tca-statutes, 2026-09-14-income-tax-chapter-us-md-article-gtg; income-tax chapter rows: 146); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-md,R01,state,state regulation,no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher
tax,us-md,F01,state,state form instructions and rate schedules,"no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-publication-2026-09-11-title-03-subtitle-04; publisher forms index: https://github.com/maryland-dsd/law-xml-codified (us/md/exec/comar/03/04, publication/2026-09-11)"
tax,us-md,F02,state,state form instructions and rate schedules,"no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-publication-2026-09-11-title-03-subtitle-04; publisher forms index: https://github.com/maryland-dsd/law-xml-codified (us/md/exec/comar/03/04, publication/2026-09-11)"
tax,us-md,F03,state,state form instructions and rate schedules,"no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://github.com/maryland-dsd/law-xml-codified (us/md/exec/comar/03/04, publication/2026-09-11)"
tax,us-md,F04,state,state form instructions and rate schedules,"no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://github.com/maryland-dsd/law-xml-codified (us/md/exec/comar/03/04, publication/2026-09-11)"
tax,us-md,F05,state,state form instructions and rate schedules,"no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://github.com/maryland-dsd/law-xml-codified (us/md/exec/comar/03/04, publication/2026-09-11)"
tax,us-me,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-me,S13,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-me,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-me,S15,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-me,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-me,S31,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-03-me-tanf-statute, 2026-09-14-income-tax-chapter-us-me-title-36; income-tax chapter rows: 345); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
