program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
tax,us-il,S21,EXTRACTABLE,ALREADY-HELD,us-il/statute/2026-07-24-il-individual-income-tax-resident-core,us-il/statute/35/5/244-current,35 ILCS 5/244 child tax credit
tax,us-il,S22,EXTRACTABLE,ALREADY-HELD,us-il/statute/2026-07-24-il-individual-income-tax-resident-core,us-il/statute/35/5/244-current,"35 ILCS 5/244 (percentage of EITC, refundable)"
tax,us-il,S32,EXTRACTABLE,OUTREACH,,,"35 ILCS 5/803 (estimated tax) is outside the seven-section core; ilga.gov answers HTTP 403 to the corpus client on every path (ILCS FTP directory, fulltext, act TOC) after the Sectigo R40 intermediate was supplied, and the illinois-ilcs adapter has no browser-agent option; whole-act run blocked (see run note)"
tax,us-in,S10,EXTRACTABLE,REVIEW,us-in/statute/2026-07-16-pit-east-us-in-title-6,,"Indiana IC 6-3-1-3.5(a)(3) $1,000 personal exemption in the title-6 scope; not located by pattern; chapter held in the selected scope"
tax,us-in,S12,EXTRACTABLE,ALREADY-HELD,us-in/statute/2026-07-16-pit-east-us-in-title-6,us-in/statute/6-3-1-3.5,IC 6-3-1-3.5(a)(4)-(5) additional exemption age 65 / blind
tax,us-in,S14,EXTRACTABLE,REVIEW,us-in/statute/2026-07-16-pit-east-us-in-title-6,,IC 6-3-1-3.5(a)(1)? U.S. obligation interest; not located by pattern; chapter held in the selected scope
tax,us-ks,S12,EXTRACTABLE,ALREADY-HELD,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,us-ks/statute/79-32-121,"K.S.A. 79-32,121 additional standard deduction (age 65 / blind)"
tax,us-ks,S14,EXTRACTABLE,ALREADY-HELD,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,us-ks/statute/79-32-117,"K.S.A. 79-32,117(c)(vi) U.S. obligation interest subtraction"
tax,us-ks,S16,EXTRACTABLE,ALREADY-HELD,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,us-ks/statute/79-32-117,"K.S.A. 79-32,117(c) retirement benefit subtractions"
tax,us-ks,S23,EXTRACTABLE,ALREADY-HELD,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,us-ks/statute/79-32-111c,"K.S.A. 79-32,111c child and dependent care credit"
tax,us-ks,S25,EXTRACTABLE,REVIEW,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,,"K.S.A. 79-32,120? no-tax floor; not located by pattern; chapter held in the selected scope"
tax,us-ks,S26,EXTRACTABLE,ALREADY-HELD,us-ks/statute/2026-07-16-pit-west-us-ks-chapter-79-article-32,us-ks/statute/79-32-263,"K.S.A. 79-32,263 SAFESR senior property tax credit; homestead refund is chapter 79 article 45 (outside)"
tax,us-ky,S10,EXTRACTABLE,ALREADY-HELD,us-ky/statute/2026-09-14-income-tax-chapter,us-ky/statute/krs/141.020,KRS 141.020(3) personal tax credits
tax,us-ky,S12,EXTRACTABLE,ALREADY-HELD,us-ky/statute/2026-09-14-income-tax-chapter,us-ky/statute/krs/141.020,KRS 141.020(3)(a)4-5 age-65 and blind credits ($40)
tax,us-ky,S23,EXTRACTABLE,ALREADY-HELD,us-ky/statute/2026-09-14-income-tax-chapter,us-ky/statute/krs/141.067,KRS 141.067 household and dependent care credit
tax,us-ky,S35,EXTRACTABLE,EXTRACTABLE,us-ky/statute/2026-09-14-income-tax-chapter,,"county and city occupational license taxes are KRS 68.180, 91.200, 92.281 and school district tax KRS 160.605, outside chapter 141; carrier: LRC chapter pages (build_kentucky pattern)"
tax,us-la,S12,EXTRACTABLE,REVIEW,us-la/statute/2026-07-22-la-title-47-official-current-us-la-title-47,,La. R.S. 47:294 (exemptions) in the title-47 scope; not located by pattern; chapter held in the selected scope
tax,us-la,S14,EXTRACTABLE,ALREADY-HELD,us-la/statute/2026-07-22-la-title-47-official-current-us-la-title-47,us-la/statute/47:293,La. R.S. 47:293 tax table income (U.S. obligation interest exempt)
tax,us-la,S15,EXTRACTABLE,ALREADY-HELD,us-la/statute/2026-07-22-la-title-47-official-current-us-la-title-47,us-la/statute/47:44.2,La. R.S. 47:44.2 Social Security benefits exemption
tax,us-ma,S03,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/1,"M.G.L. c. 62 s. 1 definitions (resident, domicile); new whole-chapter scope 2026-09-15"
tax,us-ma,S13,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/2,M.G.L. c. 62 s. 2(a)(1)(A) other-state bond interest; new whole-chapter scope 2026-09-15
tax,us-ma,S14,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/2,M.G.L. c. 62 s. 2(a)(2)(A) U.S. obligation interest; new whole-chapter scope 2026-09-15
tax,us-ma,S17,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/2,M.G.L. c. 62 s. 2(a)(2) military pay/pension exclusions; new whole-chapter scope 2026-09-15
tax,us-ma,S21,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/6,M.G.L. c. 62 s. 6(x) child and family tax credit; new whole-chapter scope 2026-09-15
tax,us-ma,S22,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/6,"M.G.L. c. 62 s. 6(x) refundable, no phase-out; new whole-chapter scope 2026-09-15"
tax,us-ma,S27,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/6,M.G.L. c. 62 s. 6 credits; new whole-chapter scope 2026-09-15
tax,us-ma,S30,EXTRACTABLE,PRESENT,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,us-ma/statute/62/5a,M.G.L. c. 62 s. 5A nonresident income; new whole-chapter scope 2026-09-15
tax,us-ma,S31,EXTRACTABLE,EXTRACTABLE,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,,"withholding is M.G.L. c. 62B s. 2, outside chapter 62; carrier: massachusetts-general-laws adapter only_chapter 62B (separate run; container-row collision with the chapter 62 scope noted)"
tax,us-ma,S32,EXTRACTABLE,EXTRACTABLE,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,,"estimated tax is M.G.L. c. 62B ss. 13-14, outside chapter 62; carrier: chapter 62B"
tax,us-ma,S34,EXTRACTABLE,EXTRACTABLE,us-ma/statute/2026-09-15-income-tax-chapter-us-ma-part-i-title-ix-chapter-62,,"return due dates and joint liability are M.G.L. c. 62C ss. 6, 6A, 84, outside chapter 62; carrier: chapter 62C"
tax,us-md,S12,EXTRACTABLE,ALREADY-HELD,us-md/statute/2026-09-14-income-tax-chapter-us-md-article-gtg,us-md/statute/gtg/10-211,"TG 10-211 additional exemption age 65 / blind ($1,000)"
tax,us-md,S14,EXTRACTABLE,ALREADY-HELD,us-md/statute/2026-09-14-income-tax-chapter-us-md-article-gtg,us-md/statute/gtg/10-207,TG 10-207 subtractions (U.S. obligation interest)
tax,us-md,S21,EXTRACTABLE,ALREADY-HELD,us-md/statute/2026-09-14-income-tax-chapter-us-md-article-gtg,us-md/statute/gtg/10-751,TG 10-751 child tax credit
tax,us-md,S22,EXTRACTABLE,ALREADY-HELD,us-md/statute/2026-09-14-income-tax-chapter-us-md-article-gtg,us-md/statute/gtg/10-751,TG 10-751 income limit and refundability
tax,us-md,S26,EXTRACTABLE,ALREADY-HELD,us-md/statute/2026-09-14-income-tax-chapter-us-md-article-gtg,us-md/statute/gtg/10-707,TG 10-707 credit for property tax paid; renters tax credit is Tax-Property 9-102 (outside)
tax,us-me,S12,EXTRACTABLE,REVIEW,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,,Maine has no age-65 exemption (5219-KK property tax fairness credit age tier only); candidate N/A; chapter held in the selected scope
tax,us-me,S13,EXTRACTABLE,ALREADY-HELD,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,us-me/statute/36/5122,36 M.R.S. 5122(1)(A) other-state bond interest addition
tax,us-me,S14,EXTRACTABLE,ALREADY-HELD,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,us-me/statute/36/5122,36 M.R.S. 5122(2)(A) U.S. obligation interest subtraction
tax,us-me,S15,EXTRACTABLE,ALREADY-HELD,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,us-me/statute/36/5122,36 M.R.S. 5122(2)(C) Social Security subtraction
tax,us-me,S17,EXTRACTABLE,ALREADY-HELD,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,us-me/statute/36/5122,36 M.R.S. 5122(2)(LL) military retirement subtraction
tax,us-me,S31,EXTRACTABLE,ALREADY-HELD,us-me/statute/2026-09-14-income-tax-chapter-us-me-title-36,us-me/statute/36/5250,36 M.R.S. 5250 employer to withhold tax from wages
tax,us-mi,S12,EXTRACTABLE,ALREADY-HELD,us-mi/statute/2026-09-14-income-tax-chapter-us-mi-chapter-206,us-mi/statute/206.30,MCL 206.30(2)-(3) additional exemptions (deaf/blind/disabled; senior dividend/interest deduction)
tax,us-mi,S17,EXTRACTABLE,ALREADY-HELD,us-mi/statute/2026-09-14-income-tax-chapter-us-mi-chapter-206,us-mi/statute/206.30,MCL 206.30(1)(e) military pension deduction
tax,us-mi,S35,EXTRACTABLE,EXTRACTABLE,us-mi/statute/2026-09-14-income-tax-chapter-us-mi-chapter-206,,"City Income Tax Act is MCL 141.501 et seq., outside chapter 206; carrier: michigan-compiled-laws adapter only_title 141"
tax,us-mn,S14,EXTRACTABLE,ALREADY-HELD,us-mn/statute/2026-09-14-income-tax-chapter-us-mn-title-290,us-mn/statute/290.0132,Minn. Stat. 290.0132 subd. 2 U.S. obligation interest subtraction
tax,us-mn,S22,EXTRACTABLE,ALREADY-HELD,us-mn/statute/2026-09-14-income-tax-chapter-us-mn-title-290,us-mn/statute/290.0661,Minn. Stat. 290.0661 child tax credit phase-out and refundability
tax,us-mn,S23,EXTRACTABLE,ALREADY-HELD,us-mn/statute/2026-09-14-income-tax-chapter-us-mn-title-290,us-mn/statute/290.067,Minn. Stat. 290.067 dependent care credit
tax,us-mn,S32,EXTRACTABLE,EXTRACTABLE,us-mn/statute/2026-09-14-income-tax-chapter-us-mn-title-290,,"individual estimated tax is Minn. Stat. 289A.25, outside chapter 290; carrier: minnesota-statutes adapter only_title 289A"
tax,us-mo,S12,EXTRACTABLE,ALREADY-HELD,us-mo/statute/2026-07-16-pit-central-us-mo-143,us-mo/statute/143.161,RSMo 143.161 dependency exemption (age 65 dependent); Missouri has no taxpayer age deduction
tax,us-mo,S13,EXTRACTABLE,ALREADY-HELD,us-mo/statute/2026-07-16-pit-central-us-mo-143,us-mo/statute/143.121,RSMo 143.121(2)(1) other-state obligation interest addition
tax,us-mo,S26,EXTRACTABLE,EXTRACTABLE,us-mo/statute/2026-07-16-pit-central-us-mo-143,,"property tax credit (circuit breaker) is RSMo 135.010-135.035, outside chapter 143; carrier: missouri-revised-statutes adapter chapter 135"
tax,us-mo,S27,EXTRACTABLE,REVIEW,us-mo/statute/2026-07-16-pit-central-us-mo-143,,RSMo 143.1000-143.1032 fund contributions in scope; other personal credits are chapter 135; not located by pattern; chapter held in the selected scope
tax,us-mo,S35,EXTRACTABLE,EXTRACTABLE,us-mo/statute/2026-07-16-pit-central-us-mo-143,,"earnings taxes are RSMo chapter 92 (92.105 et seq.), outside chapter 143; carrier: chapter 92"
tax,us-ms,S02,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S03,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S04,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S05,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S08,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S09,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S10,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S11,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S12,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S13,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S14,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S15,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S16,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S17,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S24,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S27,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S30,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S31,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S32,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S33,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-ms,S34,EXTRACTABLE,OUTREACH,,,Mississippi Code published only through LexisNexis behind a robot check (probed once 2026-09-13; not retried per brief); HB 1 (2025) 27-7-5 scope stays
tax,us-mt,S07,EXTRACTABLE,ALREADY-HELD,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,us-mt/statute/15-30-2120,MCA 15-30-2120(5) inflation factor
tax,us-mt,S08,EXTRACTABLE,REVIEW,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,,Montana starts from federal taxable income since TY2024 and has no state standard deduction; candidate N/A; chapter held in the selected scope
tax,us-mt,S09,EXTRACTABLE,REVIEW,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,,see S08; candidate N/A; chapter held in the selected scope
tax,us-mt,S10,EXTRACTABLE,REVIEW,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,,no state personal exemption since TY2024; candidate N/A; chapter held in the selected scope
tax,us-mt,S11,EXTRACTABLE,REVIEW,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,,no state dependent exemption since TY2024; candidate N/A; chapter held in the selected scope
tax,us-mt,S12,EXTRACTABLE,ALREADY-HELD,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,us-mt/statute/15-30-2120,"MCA 15-30-2120(3)(g) $5,500 subtraction for taxpayers 65 or older"
tax,us-mt,S16,EXTRACTABLE,REVIEW,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,,MCA 15-30-2120 retirement subtractions; not located by pattern; chapter held in the selected scope
tax,us-mt,S23,EXTRACTABLE,ALREADY-HELD,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,us-mt/statute/15-30-2131,MCA 15-30-2131 dependent care credit
tax,us-mt,S26,EXTRACTABLE,ALREADY-HELD,us-mt/statute/2026-07-16-pit-central-us-mt-title-15,us-mt/statute/15-30-2340,MCA 15-30-2340 elderly homeowner/renter credit
tax,us-nc,S10,EXTRACTABLE,REVIEW,us-nc/statute/2026-09-15-income-tax-chapter,,"North Carolina has no personal exemption (standard deduction only, 105-153.5(a)); candidate N/A; chapter held in the selected scope"
tax,us-nc,S11,EXTRACTABLE,REVIEW,us-nc/statute/2026-09-15-income-tax-chapter,,child deduction 105-153.5(a1) carries the dependent amount; see S21; chapter held in the selected scope
tax,us-nc,S12,EXTRACTABLE,REVIEW,us-nc/statute/2026-09-15-income-tax-chapter,,North Carolina has no age-65 or blind deduction; candidate N/A; chapter held in the selected scope
tax,us-nc,S14,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.5,G.S. 105-153.5(b)(1) U.S. obligation interest deduction; new whole-chapter scope 2026-09-15
tax,us-nc,S17,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.5,G.S. 105-153.5(b)(5a) uniformed services retirement deduction; new whole-chapter scope 2026-09-15
tax,us-nc,S21,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.5,G.S. 105-153.5(a1) child deduction; new whole-chapter scope 2026-09-15
tax,us-nc,S22,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.5,G.S. 105-153.5(a1) AGI-tiered child deduction; new whole-chapter scope 2026-09-15
tax,us-nc,S27,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.9,G.S. 105-153.9 credit for taxes paid to other states; 105-153.10 credit for children (repealed) and 105-153.11; new whole-chapter scope 2026-09-15
tax,us-nc,S32,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-163.15,G.S. 105-163.15 underpayment of estimated tax; new whole-chapter scope 2026-09-15
tax,us-nc,S33,EXTRACTABLE,PRESENT,us-nc/statute/2026-09-15-income-tax-chapter,us-nc/statute/105/105-153.8,G.S. 105-153.8 who must file a return; new whole-chapter scope 2026-09-15
tax,us-nd,S07,EXTRACTABLE,ALREADY-HELD,us-nd/statute/2026-07-16-pit-central-us-nd-title-57-38,us-nd/statute/57/57-38-30.3,NDCC 57-38-30.3 cost-of-living adjustment of brackets
tax,us-nd,S12,EXTRACTABLE,REVIEW,us-nd/statute/2026-07-16-pit-central-us-nd-title-57-38,,North Dakota has no age-65 deduction; candidate N/A; chapter held in the selected scope
tax,us-nd,S13,EXTRACTABLE,ALREADY-HELD,us-nd/statute/2026-07-16-pit-central-us-nd-title-57-38,us-nd/statute/57/57-38-30.3,NDCC 57-38-30.3(2)(a) other-state obligation interest addition
tax,us-nd,S17,EXTRACTABLE,ALREADY-HELD,us-nd/statute/2026-07-16-pit-central-us-nd-title-57-38,us-nd/statute/57/57-38-30.3,NDCC 57-38-30.3(2)(e) military pay subtraction
tax,us-nd,S26,EXTRACTABLE,REVIEW,us-nd/statute/2026-07-16-pit-central-us-nd-title-57-38,,"homestead credit is NDCC 57-02-08.1 (property tax), outside 57-38; candidate N/A for the income-tax return; chapter held in the selected scope"
tax,us-ne,S19,EXTRACTABLE,ALREADY-HELD,us-ne/statute/2026-09-14-income-tax-chapter-r2-us-ne-title-77,us-ne/statute/77/77-2715.07,Neb. Rev. Stat. 77-2715.07(2) refundable EITC 10% of federal
tax,us-ne,S20,EXTRACTABLE,ALREADY-HELD,us-ne/statute/2026-09-14-income-tax-chapter-r2-us-ne-title-77,us-ne/statute/77/77-2715.07,77-2715.07 EITC conditions (no state deviations beyond federal eligibility)
tax,us-ne,S23,EXTRACTABLE,ALREADY-HELD,us-ne/statute/2026-09-14-income-tax-chapter-r2-us-ne-title-77,us-ne/statute/77/77-2715.07,77-2715.07(1)(b) child and dependent care credit 25% of federal
tax,us-nj,S07,EXTRACTABLE,REVIEW,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,,New Jersey does not index brackets or exemptions; candidate N/A; chapter held in the selected scope
tax,us-nj,S10,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:3-1,"N.J.S.A. 54A:3-1 personal exemption $1,000"
tax,us-nj,S12,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:3-1,N.J.S.A. 54A:3-1(b) additional exemptions age 65 / blind
tax,us-nj,S15,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:6-2,N.J.S.A. 54A:6-2 Social Security exclusion
tax,us-nj,S17,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:6-26,N.J.S.A. 54A:6-26 military pension exclusion
tax,us-nj,S21,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:4-17.1,N.J.S.A. 54A:4-17.1 child tax credit
tax,us-nj,S22,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:4-17.1,N.J.S.A. 54A:4-17.1 income tiers and refundability
tax,us-nj,S23,EXTRACTABLE,ALREADY-HELD,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,us-nj/statute/54a:4-17,N.J.S.A. 54A:4-17 child and dependent care credit
tax,us-nj,S35,EXTRACTABLE,EXTRACTABLE,us-nj/statute/2026-07-16-pit-central-us-nj-title-54a,,"Newark payroll tax is N.J.S.A. 40:48C-14 et seq., outside title 54A; carrier: new-jersey-statutes adapter title 40"
tax,us-nm,S07,EXTRACTABLE,ALREADY-HELD,us-nm/statute/2026-07-16-pit-central,us-nm/statute/7-2-14,NMSA 7-2-14 low-income comprehensive tax rebate inflation adjustment; brackets are not indexed
tax,us-nm,S11,EXTRACTABLE,REVIEW,us-nm/statute/2026-07-16-pit-central,,NMSA 7-2-5.11? dependent deduction; not located by pattern; chapter held in the selected scope
tax,us-nm,S13,EXTRACTABLE,REVIEW,us-nm/statute/2026-07-16-pit-central,,NMSA 7-2-2 definitions (base income additions); not located by pattern; chapter held in the selected scope
tax,us-nm,S16,EXTRACTABLE,REVIEW,us-nm/statute/2026-07-16-pit-central,,NMSA 7-2-5.2 (age 65 exemption) / 7-2-5.11; not located by pattern; chapter held in the selected scope
tax,us-nm,S23,EXTRACTABLE,ALREADY-HELD,us-nm/statute/2026-07-16-pit-central,us-nm/statute/7-2-18.1,NMSA 7-2-18.1 child day care credit
tax,us-nm,S31,EXTRACTABLE,ALREADY-HELD,us-nm/statute/2026-07-16-pit-central,us-nm/statute/7-3-3,NMSA 7-3-3 tax withheld at source
tax,us-nm,S33,EXTRACTABLE,REVIEW,us-nm/statute/2026-07-16-pit-central,,NMSA 7-2-12 returns required; not located by pattern; chapter held in the selected scope
tax,us-ny,S07,EXTRACTABLE,ALREADY-HELD,us-ny/statute/2026-09-14-income-tax-chapter,us-ny/statute/TAX/601-A,Tax Law 601-a cost of living adjustment
tax,us-ny,S12,EXTRACTABLE,REVIEW,us-ny/statute/2026-09-14-income-tax-chapter,,New York has no age-65 exemption (real property tax credit age tier only); candidate N/A; chapter held in the selected scope
tax,us-ny,S22,EXTRACTABLE,ALREADY-HELD,us-ny/statute/2026-09-14-income-tax-chapter,us-ny/statute/TAX/606,Tax Law 606(c-1) Empire State child credit
tax,us-ny,S23,EXTRACTABLE,ALREADY-HELD,us-ny/statute/2026-09-14-income-tax-chapter,us-ny/statute/TAX/606,Tax Law 606(c) household and dependent care credit
tax,us-ny,S32,EXTRACTABLE,ALREADY-HELD,us-ny/statute/2026-09-14-income-tax-chapter,us-ny/statute/TAX/685,Tax Law 685(c) underpayment of estimated tax
tax,us-oh,S06,EXTRACTABLE,ALREADY-HELD,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,us-oh/statute/5747.02,ORC 5747.02(A)(3) rate schedule (2024-2026 rates)
tax,us-oh,S07,EXTRACTABLE,ALREADY-HELD,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,us-oh/statute/5747.02,ORC 5747.02(A)(5) bracket indexing
tax,us-oh,S12,EXTRACTABLE,ALREADY-HELD,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,us-oh/statute/5747.055,ORC 5747.055 retirement income credit age 65; 5747.025 exemption
tax,us-oh,S23,EXTRACTABLE,ALREADY-HELD,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,us-oh/statute/5747.054,ORC 5747.054 dependent care credit
tax,us-oh,S25,EXTRACTABLE,REVIEW,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,,candidate us-oh/statute/5747.056 not found in any selected statute scope; ORC 5747.056 low income credit
tax,us-oh,S26,EXTRACTABLE,REVIEW,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,,"Ohio has no income-tax circuit breaker (homestead exemption is property tax, 323.151); candidate N/A; chapter held in the selected scope"
tax,us-oh,S33,EXTRACTABLE,ALREADY-HELD,us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57,us-oh/statute/5747.08,ORC 5747.08 filing income tax return
tax,us-ok,S11,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"68 O.S. 2358 exemptions (dependent exemption $1,000)"
tax,us-ok,S12,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"68 O.S. 2358 additional exemption age 65 ($1,000, income-conditioned)"
tax,us-ok,S18,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,68 O.S. 2358(D)(11) capital gain deduction
tax,us-ok,S21,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357,68 O.S. 2357(B)(2) child care / child tax credit
tax,us-ok,S22,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357,"68 O.S. 2357(B)(2) $100,000 income limit"
