program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
tanf,us-al,tanf-s10,REVIEW,PRESENT,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/public-assistance-payment-manual/appendix-n/section-2/page-33,"work expense deduction (20%) and dependent care costs, allowed for months worked"
tanf,us-ar,tanf-s10,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,no dependent care / work expense deduction text found by vocabulary
tanf,us-ca,tanf-s10,REVIEW,PRESENT,us-ca/regulation/2026-09-10-tanf-state-policy-manual,us-ca/regulation/mpp/eas/10/44-113,"MPP 44-113 net income (dependent care disregard 44-113.217, work-related expenses)"
tanf,us-co,tanf-s10,REVIEW,REVIEW,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,,hits are CCCAP self-employment expenses (8 CCR 1403-1); the Colorado Works income rule was not surfaced
tanf,us-fl,tanf-s10,REVIEW,REVIEW,us-fl/manual/2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/2400-budgeting-income/page-10,hits are the FS dependent care disregard (2410.0323); the TCA analog needs a read
tanf,us-id,tanf-s10,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-al,tanf-s07,REVIEW,REVIEW,us-al/policy/2026-07-02-al-tanf-official-documents,,185% hits are the food-distribution project; the Family Assistance gross income test was not surfaced
tanf,us-id,tanf-s07,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-nc,tanf-s07,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-ne,tanf-s07,REVIEW,REVIEW,us-ne/regulation/2026-09-10-tanf-state-policy-manual,us-ne/regulation/title-468/chapter-5/008.01,468 NAC 5-008.01: gross income not over 185 percent of the ADC standard of need (chapter 5); confirm chapter 5 is the ADC income test and not a sub-program
tanf,us-oh,tanf-s07,REVIEW,REVIEW,us-oh/regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated,,hits are SNAP 5101:4 income tests; the OWF test in 5101:1-23 was not surfaced
tanf,us-ok,tanf-s07,REVIEW,PRESENT,us-ok/regulation/2026-09-10-tanf-state-policy-manual,us-ok/regulation/oac/340/10/340-10-10-3,OAC 340:10 sets income and payment standards by reference to DHS Appendix C-1 (Schedules I and IX)
tanf,us-ak,tanf-s16,REVIEW,ABSENT-IN-CITED,us-ak/regulation/2026-07-01-ak-atap-regulations,,"no core/non-core activity list or education/job-search caps in the cited scope; carried by the separate work-program manual (ATAP Work Services, TEA work rules, Work First Employment Services, Choices guidelines), a new EXTRACTABLE family"
tanf,us-ar,tanf-s16,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,"no core/non-core activity list or education/job-search caps in the cited scope; carried by the separate work-program manual (ATAP Work Services, TEA work rules, Work First Employment Services, Choices guidelines), a new EXTRACTABLE family"
tanf,us-nc,tanf-s16,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"no core/non-core activity list or education/job-search caps in the cited scope; carried by the separate work-program manual (ATAP Work Services, TEA work rules, Work First Employment Services, Choices guidelines), a new EXTRACTABLE family"
tanf,us-tx,tanf-s16,REVIEW,ABSENT-IN-CITED,us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained,,"no core/non-core activity list or education/job-search caps in the cited scope; carried by the separate work-program manual (ATAP Work Services, TEA work rules, Work First Employment Services, Choices guidelines), a new EXTRACTABLE family"
tanf,us-id,tanf-s16,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-me,tanf-s16,REVIEW,ABSENT-IN-CITED,us-me/statute/2026-07-03-me-tanf-statute,,"the cited scope is a one-row statute excerpt; ASPIRE-TANF work activities are in 10-144 CMR ch. 607, not inventoried"
tanf,us-ak,tanf-s28,REVIEW,ABSENT-IN-CITED,us-ak/regulation/2026-07-01-ak-atap-regulations,,no fugitive felon / drug felony / residence misrepresentation text in the cited scope; carried by state statute or the TANF state plan
tanf,us-de,tanf-s28,REVIEW,ABSENT-IN-CITED,us-de/regulation/2026-09-14-tanf-manual-whole,,no fugitive felon / drug felony / residence misrepresentation text in the cited scope; carried by state statute or the TANF state plan
tanf,us-ma,tanf-s28,REVIEW,ABSENT-IN-CITED,us-ma/regulation/2026-06-27-ma-tafdc-regulations,,no fugitive felon / drug felony / residence misrepresentation text in the cited scope; carried by state statute or the TANF state plan
tanf,us-id,tanf-s28,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-nc,tanf-s28,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-nm,tanf-s28,REVIEW,PRESENT,us-nm/regulation/2026-09-10-tanf-state-policy-manual,us-nm/regulation/nmac/8/102/410/8.102.410.15,"8.102.410.15-16 program disqualifications: drug felony (post-1996), fugitive felons, probation/parole violators"
tanf,us-al,tanf-s11,REVIEW,PRESENT,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/tanf/state-plan/2024/page-24,state plan Attachment E: resource standards not applicable effective 2009-10-01 (no asset limit)
tanf,us-co,tanf-s11,REVIEW,ABSENT-IN-CITED,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,,the only resource-limit text is the SSI limit in the funeral-expense rule; Colorado Works carries no asset limit in the cited scope
tanf,us-hi,tanf-s11,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/649/page-8,HAR 17-649 termination when nonexempt assets exceed the asset limit; limits in chapter 17-675
tanf,us-id,tanf-s11,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-mo,tanf-s11,REVIEW,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0205-005-20/block-1,"0205.005.20 resource maximum $1,000; 0205.005.35 prepaid burial equity exemption"
tanf,us-nc,tanf-s11,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-al,tanf-s19,REVIEW,PRESENT,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/tanf/state-plan/2024/page-4,"assessment, Individual JOBS Participation plan and Family Responsibility Plan"
tanf,us-co,tanf-s19,REVIEW,REVIEW,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,,"no 'individual responsibility contract' text surfaced; Colorado uses the IRC, needs a read"
tanf,us-fl,tanf-s19,REVIEW,REVIEW,us-fl/manual/2026-05-27-fl-ess-manual-r2026-07-15-self-contained,,no responsibility-plan vocabulary; Florida's assessment/plan rules sit with the CareerSource work program
tanf,us-ky,tanf-s19,REVIEW,PRESENT,us-ky/manual/2026-09-10-tanf-state-policy-manual,us-ky/manual/dcbs/dfs/volume-iii-ktap/page-30,MS 2130 Kentucky Works assessment and self-sufficiency plan
tanf,us-md,tanf-s19,REVIEW,PRESENT,us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated,us-md/regulation/title-07/subtitle-03/chapter-03/regulation-20,COMAR 07.03.03.20 requires a current signed family independence plan (hardship exemption); the plan rule is in chapter 03
tanf,us-tx,tanf-s19,REVIEW,PRESENT,us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained,us-tx/manual/hhs/texas-works-handbook/a-1320-types-income/block-218,Personal Responsibility Agreement (Form H1073) and PRA penalties
tanf,us-ar,tanf-s14,REVIEW,PRESENT,us-ar/policy/2026-07-02-ar-tea-official-documents,us-ar/policy/dhs/tea/quick-reference/2024/page-1,TEA quick reference: federal 60-month and state time limit
tanf,us-id,tanf-s14,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-or,tanf-s14,REVIEW,PRESENT,us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated,us-or/regulation/chapter-461/division-135/rule-461-135-0071,OAR 461-135-0071 (60-month limit) and 461-135-0073 (extension criteria)
tanf,us-sd,tanf-s14,REVIEW,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/16/block-1,ARSD 67:10:01:16 and 16.01: 60 months and hardship criteria
tanf,us-tx,tanf-s14,REVIEW,PRESENT,us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained,us-tx/manual/hhs/texas-works-handbook/a-220-tanf/block-19,A-220 state time limit and disqualifications
tanf,us-ct,tanf-s08,REVIEW,PRESENT,us-ct/policy/2026-09-14-tanf-manual-whole,us-ct/policy/dss/upm/5030.05/block-1,"UPM 5030.05 earned income disregards, amounts and 12-month duration"
tanf,us-id,tanf-s08,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-md,tanf-s08,REVIEW,PRESENT,us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated,us-md/regulation/title-07/subtitle-03/chapter-03/regulation-13,COMAR 07.03.03.13 income and benefit amount: 20 percent / 50 percent self-employed disregards and the TCA earned income disregard (.13E(3)(b))
tanf,us-nc,tanf-s08,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-wi,tanf-s08,REVIEW,ABSENT-IN-CITED,us-wi/manual/2026-09-10-tanf-state-policy-manual,,W-2 pays flat placement grants; no earned income disregard exists in the W-2 manual (element not applicable as designed)
tanf,us-ar,tanf-s13,REVIEW,PRESENT,us-ar/policy/2026-07-02-ar-tea-official-documents,us-ar/policy/dhs/tea/manual/2024/page-93,rounding rule ($.49 down / $.50 up)
tanf,us-id,tanf-s13,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-nh,tanf-s13,REVIEW,PRESENT,us-nh/manual/2026-09-10-tanf-state-policy-manual,us-nh/manual/dhhs/fam/613-rounding-procedures-fam/block-1,FAM 613 grant determination and rounding
tanf,us-vt,tanf-s13,REVIEW,PRESENT,us-vt/regulation/2026-09-10-tanf-state-policy-manual,us-vt/regulation/dcf/esd-rules/2200/page-56,"rule 2242: rounded down, no payment under $10"
tanf,us-id,tanf-s30,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-mi,tanf-s30,REVIEW,PRESENT,us-mi/manual/2026-09-11-mi-snap-manual-supersede,us-mi/manual/mdhhs/bridges/bem/232/page-12,"BEM 232 employment support services: transportation allowance, clothing up to $500"
tanf,us-nc,tanf-s30,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-sd,tanf-s30,REVIEW,ABSENT-IN-CITED,us-sd/regulation/2026-09-10-tanf-state-policy-manual,,no transitional / supportive service text in ARSD 67:10
tanf,us-mn,tanf-s03,REVIEW,REVIEW,us-mn/manual/2026-05-27-mn-combined-manual-r2026-07-15-self-contained,,hits are minor-caregiver and ICPC pages; the relationship/living-with definition (CM 0011) was not surfaced
tanf,us-nc,tanf-s03,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-vt,tanf-s03,REVIEW,REVIEW,us-vt/regulation/2026-09-10-tanf-state-policy-manual,us-vt/regulation/dcf/esd-rules/2500/page-3,'Living with a relative or caretaker' is a defined term (rule 2301) incorporated by reference; the definition text needs a read
tanf,us-wi,tanf-s03,REVIEW,ABSENT-IN-CITED,us-wi/manual/2026-09-10-tanf-state-policy-manual,,no caretaker-relative degree-of-relationship text in the W-2 manual
tanf,us-id,tanf-s04,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-nc,tanf-s04,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-tn,tanf-s04,REVIEW,PRESENT,us-tn/manual/2026-09-10-tanf-state-policy-manual,us-tn/manual/dhs/families-first/23-03/page-4,"23.03 technical eligibility: non-citizen categories (refugees, Amerasians, LPRs)"
tanf,us-id,tanf-s06,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-nd,tanf-s06,REVIEW,REVIEW,us-nd/manual/2026-09-10-tanf-state-policy-manual,,hits are supportive-service payment caps; the TANF benefit table (400-19-100 series) was not surfaced
tanf,us-tx,tanf-s06,REVIEW,PRESENT,us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained,us-tx/manual/hhs/texas-works-handbook/a-1420-types-deductions/block-22,A-1340/A-1420 maximum grant chart by family size and caretaker EDG
tanf,us-or,tanf-s09,REVIEW,PRESENT,us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated,us-or/regulation/chapter-461/division-145/rule-461-145-0080,OAR 461-145-0080 child support treatment; assignment under 461-120-0310
tanf,us-sd,tanf-s09,REVIEW,PRESENT,us-sd/regulation/2026-09-10-tanf-state-policy-manual,us-sd/regulation/arsd/67/10/01/27/block-1,ARSD 67:10:01:27 good cause for refusing to cooperate
tanf,us-tx,tanf-s09,REVIEW,PRESENT,us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained,us-tx/manual/hhs/texas-works-handbook/a-1320-types-income/block-218,"$75 child support disregard, remittance to the OAG, PRA child support penalty"
tanf,us-hi,tanf-s20,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/656-1/17-656.1-2,HAR 17-656.1-2 'independent minor parent' definition (chapter 17-656.1 carries the minor parent rules)
tanf,us-id,tanf-s20,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,us-id/regulation/idapa/16/03/08/114,only the school-attendance penalty for children (114.04c); no minor-parent living-arrangement rule
tanf,us-id,tanf-s23,REVIEW,PRESENT,us-id/regulation/2026-09-10-tanf-state-policy-manual,us-id/regulation/idapa/16/03/08/100,"100.02 residency: reside in Idaho, absence up to 180 days, intend to remain"
tanf,us-nc,tanf-s23,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
tanf,us-id,tanf-s25,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,only the LIHEAP verification line (200.05); no TANF application/redetermination rule
tanf,us-id,tanf-s26,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,205 (no advance notice when federal funds lapse) is not the notice/hearing rule
tanf,us-id,tanf-s31,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-mi,tanf-s01,REVIEW,REVIEW,us-mi/manual/2026-09-11-mi-snap-manual-supersede,,"91 vocabulary hits, top ones FAP/RCA; BEM 210 (FIP group composition) is in the Bridges manual but was not surfaced"
tanf,us-nc,tanf-s15,REVIEW,ABSENT-IN-CITED,us-nc/manual/2026-07-03-nc-work-first-manual,,"the selected Work First scope is a 17-row slice with no text for this element; the publisher posts the whole manual (EXTRACTABLE, whole-manual pass)"
ccdf,us-ak,ccdf-s28,REVIEW,ABSENT,,,Lead Agency page re-read 2026-09-15: the AK public-notice page the queue cites lists no amendment
ccdf,us-al,ccdf-s28,REVIEW,ABSENT,,,Lead Agency page re-read 2026-09-15: dhr.alabama.gov/child-care/ links no amendment
ccdf,us-co,ccdf-s28,REVIEW,OUTREACH,,,Lead Agency page re-read 2026-09-15: cdec.colorado.gov HTTP 403 CloudFront to the plain client
ccdf,us-ct,ccdf-s28,REVIEW,ABSENT,,,Lead Agency page re-read 2026-09-15: ctoec.org/ccdf/ lists FFY 2022-2024 amendments 1-4 and 2019-2021 amendment 7 only; no FFY 2025-2027 amendment
ccdf,us-de,ccdf-s28,REVIEW,ABSENT,,,Lead Agency page re-read 2026-09-15: mychildde.org links no amendment
ccdf,us-fl,ccdf-s28,REVIEW,OUTREACH,,,Lead Agency page re-read 2026-09-15: fldoe.org CCDF plan page HTTP 403 to the plain client
ccdf,us-al,ccdf-s30,REVIEW,REVIEW,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/3.1,"plan read: section 3.1 carries the sliding fee scale table with its effective date and link (CA 2024-07-01, DC 2024-10-01, DE 2023-10-01; AL/AR narrative), section 4.3 the payment-rate narrative; the values are as of plan submission. Whether plan text satisfies 'current-year schedule' is the rules repo's call; no rate-schedule family was found for these states"
ccdf,us-ar,ccdf-s30,REVIEW,REVIEW,us-ar/policy/2026-09-10-ccdf-plan-fy2025-2027,us-ar/policy/acf/ccdf-plan/fy2025-2027/3.1,"plan read: section 3.1 carries the sliding fee scale table with its effective date and link (CA 2024-07-01, DC 2024-10-01, DE 2023-10-01; AL/AR narrative), section 4.3 the payment-rate narrative; the values are as of plan submission. Whether plan text satisfies 'current-year schedule' is the rules repo's call; no rate-schedule family was found for these states"
ccdf,us-ca,ccdf-s30,REVIEW,REVIEW,us-ca/policy/2026-09-10-ccdf-plan-fy2025-2027,us-ca/policy/acf/ccdf-plan/fy2025-2027/3.1,"plan read: section 3.1 carries the sliding fee scale table with its effective date and link (CA 2024-07-01, DC 2024-10-01, DE 2023-10-01; AL/AR narrative), section 4.3 the payment-rate narrative; the values are as of plan submission. Whether plan text satisfies 'current-year schedule' is the rules repo's call; no rate-schedule family was found for these states"
ccdf,us-dc,ccdf-s30,REVIEW,REVIEW,us-dc/policy/2026-09-10-ccdf-plan-fy2025-2027,us-dc/policy/acf/ccdf-plan/fy2025-2027/3.1,"plan read: section 3.1 carries the sliding fee scale table with its effective date and link (CA 2024-07-01, DC 2024-10-01, DE 2023-10-01; AL/AR narrative), section 4.3 the payment-rate narrative; the values are as of plan submission. Whether plan text satisfies 'current-year schedule' is the rules repo's call; no rate-schedule family was found for these states"
ccdf,us-de,ccdf-s30,REVIEW,REVIEW,us-de/policy/2026-09-10-ccdf-plan-fy2025-2027,us-de/policy/acf/ccdf-plan/fy2025-2027/3.1,"plan read: section 3.1 carries the sliding fee scale table with its effective date and link (CA 2024-07-01, DC 2024-10-01, DE 2023-10-01; AL/AR narrative), section 4.3 the payment-rate narrative; the values are as of plan submission. Whether plan text satisfies 'current-year schedule' is the rules repo's call; no rate-schedule family was found for these states"
