jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-ks,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/kfmam-07000/block-1,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'mation is not located, coverage is discontinued for all non-pregnant adults on the case allowing adequate notice only. The Notice of Action is to be s'"
us-ky,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-ivb/page-8,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'eligibility factors other than residency. [DEEMED ELIGIBLE PREGNANT WOMAN: A woman correctly determined eligible for Medicaid due to pregnancy is ent'
us-la,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/b-0000/page-1,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'r low- cost health coverage to low-income adults, children, pregnant women, the elderly, and people with disabilities. Medicaid is financed jointly f'"
us-ma,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-502/page-6,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'Health: Financial Requirements, unless the individual is 1. pregnant and has attested MAGI income at or below 200% of the federal poverty level (FPL);'"
us-md,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-3,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'ndatory State Supplement, or Optional State Supplement. o A Pregnant Woman who has been denied TCA solely because she is not in her last trimester of'"
us-me,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-2/section-6,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'tary. This provision does not apply to individuals who are pregnant, or those receiving only the Medicare Savings Program or one of the State funded'"
us-mi,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/124/page-1,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'available for this group. Note: If an individual reports a pregnancy while enrolled in Plan First, rerun eligibility to ensure that they are moved to'"
us-mn,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/2-2-2-1-2/block-7,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'CHIP-Funded Pregnant Person'
us-mo,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1805-000-00/1805-030-00/1805-030-15/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'm eligibility. Example: Mary applied for MHN and reports a pregnancy. Explore eligibility for MO HealthNet for Pregnant Women (MPW); if ineligible fo'
us-ms,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-400/400.17,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: '400.17 PREGNANT WOMEN – (COE-088)'
us-mt,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma001/page-1,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'ms include ACA Parent/Caretaker Relative, ACA HMK Plus, ACA Pregnancy, ACA Former Foster Care and ACA HMK. BREAST & CERVICAL CANCER: There is no resou'"
us-nc,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-200/page-7,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'gram to assist eligible aged, disabled, blind, individuals, pregnant women, families and/or children with the cost of medical care. M-AA --- Medicaid'"
us-nd,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-90-25/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'Budgeting Procedures for Pregnant Women 510-05-90-25'
us-ne,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ne/regulation/title-477/chapter-19/002.01,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: '002.01 PREGNANT WOMEN.'
us-nh,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nh/manual/dhhs/mam/225-pregnant-women-medical-assistance-mam/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: '225 PREGNANT WOMEN MEDICAL ASSISTANCE (MAM)'
us-nj,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-69/page-141,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'd on the date of birth, except for a presumptively eligible pregnant woman, as defined at N.J.A.C. 10:72-6.1, who is subsequently found ineligible for'"
us-nm,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nm/regulation/nmac/8/291/430/8.291.430.11,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'INCOME STANDARD FOR PREGNANT WOMEN AND PARENT CARETAKER ELIGIBILITY:'
us-nv,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nv/manual/dwss/chip/mam-b-100/page-2,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'he following hierarchy: • Children 18 years old and under • Pregnant or Postpartum Woman • Parents or Caretaker Relatives • Aged Out of Foster Care Ad'
us-ny,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ny/manual/doh/chip/child-health-plus-eligibility-and-cost/block-1,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: '12,894 Over $14,787 Over $16,680 Over $18,574 Over $1,894 *Pregnant Women: Household size calculation includes all expected children. Children's Med'"
us-oh,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-4-04/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'Rule 5160:1-4-04 | MAGI-based medicaid: coverage for pregnant individuals.'
us-ok,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-22-1/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: '317:35-22-1. Pregnancy related benefits covered under Title XXI'
us-or,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0425,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'Specific Requirements; MAGI Pregnant Woman'
us-pa,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/309-health-care-services-benefits-for-children/309-9-children-s-health-services-under-the-department-of-edu/block-7,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: '309.86 Pregnant and Parenting Teen Program (ELECT)'
us-ri,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-30-00-1/page-5,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'ram if they do not qualify for coverage under this Part. 2. Pregnant people. Members of this coverage group can be of any age. The pregnant person and'
us-sc,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/section-200/block-2,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: '1/01/14) Effective January 1, 2014, Medicaid for families, pregnant women and children is determined according to the policies and procedures defined'"
us-sd,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-sd/regulation/arsd/67/46/12/11,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'Income limit -- Pregnant woman.'
us-tn,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/abd-130-005/page-6,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'ible (i.e., aged, blind, disabled, a child under age 21, or pregnant); b. The applicant has been admitted to a medical institution and has been contin'"
us-tx,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-tx/manual/hhs/chip/texas-works-handbook-part-d/d-110,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'tal CHIP perinatal provides services to unborn children of pregnant women, regardless of age. These pregnant women are ineligible for: Medicaid due'"
us-ut,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/102-3-report-changes/block-1,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'ase. Change in citizenship status. CHIP recipient becomes pregnant. See policy section 222. CHIP recipient gives birth. B. Reportable Changes at R'
us-va,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m00-appendix-income-charts/page-8,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'Page | 6 Income Chart Name: Pregnant Women 143% Federal Poverty Level (FPL) Income Limits – All Localities Effective Date: January 13, 2026 NOTE: A pr'"
us-vt,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-1/2.04,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'ies and children; aged, blind, or disabled individuals; and pregnant women, described under subparts B and C of 42 CFR part 435 who are eligible for M'"
us-wa,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wa/manual/hca/medicaid/health-care-pregnant-individuals/block-3,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'Pregnancy medical (N03, N23)'"
us-wi,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-123,yes (categories/pregnant/income_limit),"strong pattern /pregnan\w*/ matched: 'igible for the BadgerCare Plus Eligibility Extension., b. A pregnant person, until the end of the 12-month postpartum period. c. Under 18 years old. d'"
us-wv,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-310,yes (categories/pregnant/income_limit),strong pattern /pregnan\w*/ matched: 'that receipt of Medicaid is a collateral verification for a pregnant ABAWD. Updated the definition of a homeless ABAWD. Clarification of when a counta'
us-wy,M-435-116,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-12-cms-medicaid-chip-bhp-eligibility-levels,us/form/cms/medicaid-chip-bhp-eligibility-levels/block-1,yes (categories/pregnant/income_limit),state's own text not found (searched 0 provisions in Wyoming's program and pointer scopes); carried only by the CMS Medicaid/CHIP/BHP eligibility-levels compilation (state decisions as of 2023-12-01; stale for 2026)
us,M-435-117,state,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/117,no,federal regulation text held (42 CFR 435.117)
us-ak,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/816-1-magi-category-eligibility-factors/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'le 1: The household consists of a mother, her spouse, and a newborn infant. The mother received Pregnant Women Medicaid coverage throughout her pregna'"
us-al,M-435-117,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the medicaid queue row (blocked_primary_source); searched 4 provisions in Alabama's program and pointer scopes: Blocked 2026-09-10: Probed 2026-09-10 (plain request plus curl-cffi chrome120 browser impersonation, 20 s timeouts): medicaid.alabama.gov does not answer TCP from this network (requests ConnectTimeout"
us-ar,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-82,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'logical mother following discharge from the hospital C-211 Newborn Referral Disposal Process MS Manual 07/01/20 Once a newborn is eligible, the newbo'"
us-az,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-100-ahcccs-medical-assistance-101-what-is-ahcccs-medical-assistance/block-2,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'age Transitional Medical Assistance (TMA) Pregnant Woman Deemed Newborns Child YATI SSI-MAO Specialty SSI-MAO Adult BCCTP Freedom to Work (F'"
us-ca,M-435-117,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the medicaid queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked 2026-09-10: the DHCS Medi-Cal Eligibility Procedures Manual (MEPM) index returns HTTP 403 with an Imperva/Incapsula 'Request unsuccessful' interstitial (incident id 648000110623365723-46441041
us-co,M-435-117,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-65,no,"weak (candidate) pattern matched; /newborn/: 'services, limited reproductive health services, or eligible newborns born to a Medical Assistance eligible mother. a. An applicant's or client's refus' (candidate, needs reading)"
us-ct,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ct/manual/dss/medicaid/1560-20/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '____________________ 1560.20 C. Medicaid - Newborns For a newborn child who qualifies automatically by living with its mother who receives Medicaid,'"
us-dc,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9507/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'DCMR 29-9507 NON-MAGI ELIGIBILITY GROUP: DEEMED NEWBORNS'"
us-de,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-15,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'er care and who are assisted under Title IV-B of the Act f) Deemed newborns – a child born in the U.S. to a woman who was eligible for and receiving M'"
us-fl,M-435-117,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/appendix-a-13-active-medicaid-program-codes/page-1,no,"weak (candidate) pattern matched; /newborn/: 'DS for Pregnant Women (Protected) MN Presumptively Eligible Newborn Medicaid (PEN) MO Y Individuals Age 19 to 21 MREI RAP Extended Medicaid Due to Ear' (candidate, needs reading)"
us-ga,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2215/block-6,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'Deemed Newborns'"
us-hi,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-hi/regulation/har/17/1715/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'sions of chapters 17-1719, 17-1724.1, and 17- 1725.1. (e) A child born to a mother in receipt of Medicaid shall remain eligible for a period of one ye'"
us-ia,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-c/page-9,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'in another state who were initially eligible due to having deemed newborn status in that state. This includes people born to CHIP-eligible mothers if'"
us-id,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/530,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '530. NEWBORN CHILD DEEMED ELIGIBLE FOR MEDICAID.'"
us-il,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/17224/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'PM 18-05-01-b: Ensuring Deemed Newborn Receives Medical for First 12 Months'"
us-in,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-in/manual/fssa/medicaid/ihcppm-chapter-2200/page-15,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ntered for newborns (Refer to 2418.00.00) When the 12-month Newborn coverage period expires, eligibility under other medical categories must be explor'"
us-ks,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/kfmam-07000/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'due to the program type without any other qualifications: - Deemed Newborns. - Aged Out Foster Care. 2. All other programs must meet the following qua'"
us-ky,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-71,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ividual is not eligible for postpartum coverage; and 3. The newborn is considered deemed eligible. I. Emergency Time-Limited MA coverage does not incl'"
us-la,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-200/page-6,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'erscore Deleted text indicated by “**” Deemed Eligible – A child born to a woman eligible for Medicaid benefits on the date the child is born. Deeme'"
us-ma,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-504/page-2,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'payments do not need to submit verification. In addition, a child born to a woman who is eligible for MassHealth on the date of the child’s birth is e'"
us-md,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-400/page-8,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'e notice requirements i. If an LDSS or LHD is informed of a newborn’s birth but the hospital or clinic failed to initiate the DHMH 1184 process, the L'"
us-me,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-2/section-5,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'l be provided by the Social Security Administration. For a child born to a mother not covered by Medicaid at the time of the child’s birth, the Socia'"
us-mi,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/145/page-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ICY Medicaid Only This is a MAGI related Medicaid category. Newborns who meet the eligibility factors in this item are automati- cally eligible for Me'"
us-mn,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/2-2-2-1-1/block-2,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'A child born to a mother who was eligible for Medical Assistance (MA) on the day the child was born, is automatically eligible for MA for one year. Th'"
us-mo,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1805-000-00/1805-015-00/1805-015-05/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '10 days to apply for an SSN or provide the SSN. EXCEPTIONS: Newborn children who are automatically MO HealthNet eligible may receive for one year with'"
us-ms,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.02.01,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ed at the end of the 12-month period. Mandatory Coverage of Newborns Coverage is mandatory for infants born to Medicaid eligible mothers. The infant i'"
us-mt,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/fma201-3/page-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'M 37.82.101, .701; 42 USC 1396a(e)(4) and 1396b Overview: A newborn child whose mother was eligible for and receiving Medicaid at the time of birth is'"
us-nc,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-2450/page-2,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ion (SSA) does not issue SSN's to deceased individuals. 3. Newborns automatically eligible for Medicaid. Once newborn protection ends, the newborn mu'"
us-nd,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-35-80/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'rovide an SSN, or eligibility will end for that individual. Newborns may be eligible until the month of their first birthday with a request date, afte'"
us-ne,M-435-117,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ne/regulation/title-477/chapter-19/004.01,no,"weak (candidate) pattern matched; /newborn/: 'meet one of the following the eligibility requirements: (A) Newborn children: Newborn children born to Medicaid eligible pregnant women are eligible a' (candidate, needs reading)"
us-nh,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/He-W 845.03,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '12 Month Continuous Eligibility for Deemed Newborns'"
us-nj,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-69/page-10,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ity requirements. ""Child born of unmarried parents"" means a child born to a mother who is not married to the father of such child. ""Child of eligible'"
us-nm,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nm/manual/hca/medicaid/8-200-400/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '44); and (5) transitional medicaid (COEs 027 and 028). F. Newborns (COE 031) are deemed to have applied and been found eligible for the newborn cate'"
us-nv,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nv/manual/dwss/chip/mam-b-100/page-5,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'I MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI B-120.1 Deemed Newborn Children (also known as OBRA) (42 CFR 435.117) Provides medical assistance'"
us-ny,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/other-eligibility-requirements/page-155,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'also eliminates citizenship documentation requirements for deemed newborns. References: SSL Sect. 122 131-k Public Law 109-432 Dept. Reg. 349.3'"
us-oh,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-2-11/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ividuals. (b) A child who received medical assistance as a deemed newborn on or after July 1, 2006. (c) An individual who is: (i) Enrolled in medic'"
us-ok,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-5-2/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'abled; (3) Blind; (4) Pregnancy; (5) Children, including newborns deemed eligible; (6) Parents and caretaker relatives; (7) Refugee; (8) BCC tre'"
us-or,M-435-117,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0015,no,"weak (candidate) pattern matched; /newborn/: 'iolence, sexual assault, or stalking. (4) Assumed Eligible Newborn (AEN) means (OAR 410-200-0115). (5) “Affordable Care Act” means the Patient Prote' (candidate, needs reading)"
us-pa,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/304-application/304-1-general-policy/block-11,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'n households without children, especially GA households. A newborn child is automatically eligible as of the day he or she is born if the child's mot'"
us-ri,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-10-00-3/page-12,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'Independent Act pursuant to Part 30- 00-1 of this Title; e. Newborns deemed eligible for Medicaid or CHIP in accordance with Part 30-00-1 of this Titl'"
us-sc,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/section-200/block-5,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'he process of adding a deemed baby involves registering the newborn in Cúram and either using the Deemed Baby Wizard, which only adds coverage for the'"
us-sd,M-435-117,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-sd/manual/dss/medicaid/67-46-01/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ial security benefits are disregarded; Â Â Â Â (2 1 )Â Â A child born to a woman eligible for and receiving Medicaid on the date of the child's birth'"
