jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us-de,S06,state,state statute,PRESENT,2026-07-13-recovery,us-de/statute/30/1102,yes (income/rate),"statute body ('1102', 18046 chars): 'years beginning before January 1, 1985, the amount of tax shall be determined as follows: 1.4% of the amount of taxable income not in excess of $1,000; 2.0% of the amount of taxabl'","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (2 income-tax files)
us-de,S07,state,state statute,N/A,,,yes (income/rate),"N/A: brackets/deductions are not indexed by statute (analyst knowledge, verify)","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (2 income-tax files)
us-de,S08,state,state statute,EXTRACTABLE,,,"yes (deductions/standard, income/deductions, income/deductions/standard)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Standard deduction amount(s) by filing status (statute),yes (2 income-tax files)
us-de,S09,state conformity,state statute,EXTRACTABLE,,,"yes (deductions/itemized, income/deductions, income/deductions/itemized)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (2 income-tax files)
us-de,S10,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (2 income-tax files)
us-de,S11,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Dependent exemption or dependent credit amount,yes (2 income-tax files)
us-de,S12,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Additional deduction/exemption/credit for age 65 or over and for blindness,yes (2 income-tax files)
us-de,S13,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Addition: interest on obligations of other states and their subdivisions,yes (2 income-tax files)
us-de,S14,state,state statute,EXTRACTABLE,,,"yes (income/deductions, income/subtractions, subtractions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Subtraction: interest on United States obligations,yes (2 income-tax files)
us-de,S15,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (2 income-tax files)
us-de,S16,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (2 income-tax files)
us-de,S17,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Military pay and military retirement subtraction,yes (2 income-tax files)
us-de,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (2 income-tax files)
us-de,S19,state,state statute,EXTRACTABLE,,,"yes (credits/eitc, income/credits/eitc)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"State EITC: percentage of the federal credit or own schedule, and refundability",yes (2 income-tax files)
us-de,S20,state,state statute,EXTRACTABLE,,,"yes (credits/eitc, income/credits/eitc)",the EITC section is not in any selected statute scope for this state (see S19); posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (2 income-tax files)
us-de,S21,state,state statute,N/A,,,no,"N/A: no state child credit/child deduction in TY2025 law (analyst knowledge, verify)",State child tax credit / dependent credit / young child credit amount,yes (2 income-tax files)
us-de,S22,state,state statute,N/A,,,no,"N/A: no state child credit/child deduction in TY2025 law (analyst knowledge, verify)",State child credit phase-out / income limit and refundability,yes (2 income-tax files)
us-de,S23,state,state statute,EXTRACTABLE,,,"yes (credits/cdcc, income/credits/cdcc)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Child and dependent care credit: percentage of the federal credit or own schedule,yes (2 income-tax files)
us-de,S24,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Credit for income taxes paid to other states (resident credit, limitation)",yes (2 income-tax files)
us-de,S25,state,state statute,N/A,,,"yes (credits, income/credits)","N/A: no low-income credit/no-tax floor (analyst knowledge, verify)","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (2 income-tax files)
us-de,S26,state,state statute,N/A,,,no,"N/A: no property-tax circuit breaker or renter credit on the income tax return (analyst knowledge, verify)","Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (2 income-tax files)
us-de,S27,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (2 income-tax files)
us-de,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (2 income-tax files)
us-de,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (2 income-tax files)
us-de,S30,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (2 income-tax files)
us-de,S31,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Employer withholding requirement and withholding tables/formula,yes (2 income-tax files)
us-de,S32,state,state statute,EXTRACTABLE,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,no,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery); form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'for 2026. 2 3. Enter the balance due (Line 1 minus Line 2). 3 4. You DO NOT have to file estimated taxes if: • Line 3 is less than $800, or • Line 2 is at least 90% of Line 1, or •'; posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Individual estimated tax requirement, safe harbor and underpayment interest",yes (2 income-tax files)
us-de,S33,state,state statute,EXTRACTABLE,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,no,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery); form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'justment to gross income. (Column A, Line 16.) Sergeant Smith should contact Ohio for his filing requirements for Ohio. Military Spouses All income of a non-military spouse is taxe'; posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (2 income-tax files)
us-de,S34,state,state statute,EXTRACTABLE,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,no,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery); form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): '....................................................................................... 2 Extension of Time to File a Return........................................................'; posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Return due date, extensions, joint return liability and innocent spouse",yes (2 income-tax files)
us-de,S35,state,state statute,EXTRACTABLE,,,yes (gov/local/de),no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 6); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (2 income-tax files)
us-de,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (2 income-tax files)
us-de,F01,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res/document-1,n/a (document carrier; see the rule elements it carries),"form body ('Form PIT-RES, Delaware Individual Resident and Amended Incom', 10588 chars): '7a. 27b. 27b. 27b. 28. 28. 28. 29. 29. 29. 30. 30. 30. 31. 31. 31. 32. 32. 32. If you are Filing Status 3, see instructions. If you use Filing Status 4, enter the total for each ap'",Tax year 2025 resident individual income tax return form,yes (2 income-tax files)
us-de,F02,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,n/a (document carrier; see the rule elements it carries),"form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'eturn. Step 2 Fill in your name, address and filing status. Step 3 Using the line-by-line instructions, begin by completing all lines relevant to your return on the front of the fo'","Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (2 income-tax files)
us-de,F03,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,yes (income/rate),"form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'he following: 1. Enter the amount of your total estimated tax liability for 2026 (See the tax table or tax rate schedule). 1 2. Enter the amount of your estimated Delaware withhold'","Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (2 income-tax files)
us-de,F04,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,"yes (deductions/standard, income/deductions, income/deductions/standard)","form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'Page 7 If you were 65 years of age or older on 12/31, you are eligible for an additional standard deduction of $2,500, if you did not itemize. Line 21, Page 8 Members of Armed Forc'",Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (2 income-tax files)
us-de,F05,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-de/form/dor/ty2025/pit-res-instructions/document-1,"yes (credits/eitc, income/credits/eitc)","form body ('Form PIT-RES Instructions, Delaware Individual Resident Inco', 95065 chars): 'for 2024 (Line 17), or 2. The total of Line 32 (Total Non-Refundable Credits) , Line 34 (Earned Income Tax Credit) and Line 40 (Total Refundable Credits) on your 2025 return equals'","Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (2 income-tax files)
us-de,F06,state,state department bulletins,REVIEW,,,yes (income/rate),no 2026-labelled body with amounts in any selected scope and the queue row records no 2026 product; whether the department has posted TY2026 figures (most publish them in the 2026 estimated-tax or withholding instructions) was not verified,"Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (2 income-tax files)
us-fl,S01,state,state statute,PRESENT,2026-07-24-fl-individual-income-tax-zero-liability,us-fl/statute/constitution/article-vii/section-5/block-1,no,"statute body ('The Florida Constitution - The Florida Senate', 1263 chars): 'ERS. No tax upon the income of residents and citizens other than natural persons shall be levied by the state, or under its authority, in excess of 5% of net income, as defined by '",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (1 income-tax files)
us-fl,S02,state conformity,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (1 income-tax files)
us-fl,S03,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (1 income-tax files)
us-fl,S04,state conformity,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (1 income-tax files)
us-fl,S05,state conformity,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (1 income-tax files)
us-fl,S06,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (1 income-tax files)
us-fl,S07,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (1 income-tax files)
us-fl,S08,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Standard deduction amount(s) by filing status (statute),yes (1 income-tax files)
us-fl,S09,state conformity,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (1 income-tax files)
us-fl,S10,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (1 income-tax files)
us-fl,S11,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Dependent exemption or dependent credit amount,yes (1 income-tax files)
us-fl,S12,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Additional deduction/exemption/credit for age 65 or over and for blindness,yes (1 income-tax files)
us-fl,S13,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Addition: interest on obligations of other states and their subdivisions,yes (1 income-tax files)
us-fl,S14,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Subtraction: interest on United States obligations,yes (1 income-tax files)
us-fl,S15,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (1 income-tax files)
us-fl,S16,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (1 income-tax files)
us-fl,S17,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Military pay and military retirement subtraction,yes (1 income-tax files)
us-fl,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (1 income-tax files)
us-fl,S19,state,state statute,N/A,,,no,"N/A: no state EITC in TY2025 law (analyst knowledge, verify)","State EITC: percentage of the federal credit or own schedule, and refundability",yes (1 income-tax files)
us-fl,S20,state,state statute,N/A,,,no,"N/A: no state EITC in TY2025 law (analyst knowledge, verify)","State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (1 income-tax files)
us-fl,S21,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,State child tax credit / dependent credit / young child credit amount,yes (1 income-tax files)
us-fl,S22,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,State child credit phase-out / income limit and refundability,yes (1 income-tax files)
us-fl,S23,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Child and dependent care credit: percentage of the federal credit or own schedule,yes (1 income-tax files)
us-fl,S24,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Credit for income taxes paid to other states (resident credit, limitation)",yes (1 income-tax files)
us-fl,S25,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (1 income-tax files)
us-fl,S26,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (1 income-tax files)
us-fl,S27,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (1 income-tax files)
us-fl,S28,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (1 income-tax files)
us-fl,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (1 income-tax files)
us-fl,S30,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (1 income-tax files)
us-fl,S31,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Employer withholding requirement and withholding tables/formula,yes (1 income-tax files)
us-fl,S32,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Individual estimated tax requirement, safe harbor and underpayment interest",yes (1 income-tax files)
us-fl,S33,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (1 income-tax files)
us-fl,S34,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Return due date, extensions, joint return liability and innocent spouse",yes (1 income-tax files)
us-fl,S35,state,state statute,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (1 income-tax files)
us-fl,R01,state,state regulation,N/A,,,n/a (document carrier; see the rule elements it carries),N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (1 income-tax files)
us-fl,F01,state,state form instructions and rate schedules,N/A,,,n/a (document carrier; see the rule elements it carries),N/A: no resident individual income tax return exists (no broad-based income tax),Tax year 2025 resident individual income tax return form,yes (1 income-tax files)
us-fl,F02,state,state form instructions and rate schedules,N/A,,,n/a (document carrier; see the rule elements it carries),N/A: no resident individual income tax return exists (no broad-based income tax),"Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (1 income-tax files)
us-fl,F03,state,state form instructions and rate schedules,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (1 income-tax files)
us-fl,F04,state,state form instructions and rate schedules,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (1 income-tax files)
us-fl,F05,state,state form instructions and rate schedules,N/A,,,no,"N/A: no state EITC or child credit in TY2025 law (analyst knowledge, verify)","Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (1 income-tax files)
us-fl,F06,state,state department bulletins,N/A,,,no,N/A: no broad-based individual income tax; the rule does not exist in this jurisdiction,"Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (1 income-tax files)
us-ga,S01,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-20,"yes (income/main, main)","statute body ('[Effective until January 1, 2024. See note.] Individual tax ', 14089 chars): '(a) A tax is imposed upon every resident of this state with respect to the Georgia taxable net income of the taxpayer as defined in Code Section 48-7-27. A tax is imposed upon ever'",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (1 income-tax files)
us-ga,S02,state conformity,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-26,no,"statute body ('[Effective until January 1, 2024. See note.] Personal exempt', 11882 chars): 'Assembly, also provided that provisions of the federal Tax Reform Act of 1986 and of the Internal Revenue Code of 1986 which as of January 1, 1987, were not yet effective become ef'",Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (1 income-tax files)
us-ga,S03,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-1,no,"statute body ('Definitions.', 17610 chars): 'year for income tax reporting purposes, the last day of the person’s fiscal year. (6) “Nonresidents” means taxable nonresidents and nontaxable nonresidents. (7) “Nontaxable nonresi'","Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (1 income-tax files)
us-ga,S04,state conformity,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-86,"yes (income/main, main)","statute body ('Penalty for failure to pay or for underpayment of taxes; rat', 6415 chars): ') Notwithstanding any other provision of this Code section to the contrary, if: (A) (i) A joint return has been made for a taxable year; (ii) On such return there is an understatem'","Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (1 income-tax files)
us-ga,S05,state conformity,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,"yes (income/agi, income/main)","statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): '(a) Georgia taxable net income of an individual shall be the taxpayer’s federal adjusted gross income, as defined in the United States Internal Revenue Code of 1986, less: (1) Eith'","Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (1 income-tax files)
us-ga,S06,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-20,"yes (income/main, main)","statute body ('[Effective until January 1, 2024. See note.] Individual tax ', 14089 chars): 'wing tables: SINGLE PERSON If Georgia Taxable Net Income Is: The Tax Is: Not over $750.00 1% Over $750.00 but not over $2,250.00 $7.50 plus 2% of amount over $750.00 Over $2,250.00'","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (1 income-tax files)
us-ga,S07,state,state statute,N/A,,,"yes (income/main, main)","N/A: brackets/deductions are not indexed by statute (analyst knowledge, verify)","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (1 income-tax files)
us-ga,S08,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,"yes (deductions/standard, income/deductions, income/deductions/standard)","statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'le income or, if the taxpayer could not or did not itemize nonbusiness deductions, then a standard deduction as provided for in the following subparagraphs: (A) In the case of a si'",Standard deduction amount(s) by filing status (statute),yes (1 income-tax files)
us-ga,S09,state conformity,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,yes (income/deductions),"statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'ted salary and wage expenses. (B) The amount of mortgage interest eliminated from federal itemized deductions for the purpose of computing mortgage interest credit on the federal r'","Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (1 income-tax files)
us-ga,S10,state,state statute,EXTRACTABLE,,,"yes (exemptions, income/exemptions)","no selected statute body for this state carries it (selected statute scopes: 2026-07-21-ga-ocga-title-48-release86-us-ga-title-48, 2026-07-21-ga-pit-session-laws; income-tax chapter rows: 174); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (1 income-tax files)
us-ga,S11,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-26,"yes (exemptions, income/exemptions)","statute body ('[Effective until January 1, 2024. See note.] Personal exempt', 11882 chars): 'all be allowed as a deduction in computing Georgia taxable income of the taxpayer. (c) No exemption shall be allowed under this Code section for any dependent who has made a joint '",Dependent exemption or dependent credit amount,yes (1 income-tax files)
us-ga,S12,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,"yes (exemptions, income/exemptions)","statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'is made by the taxpayer and the taxpayer’s spouse and the spouse has attained the age of 65 before the close of the taxable year; and (E) An additional deduction of $1,300.00 for t'",Additional deduction/exemption/credit for age 65 or over and for blindness,yes (1 income-tax files)
us-ga,S13,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,"yes (additions, income/additions)","statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'o the taxable income: (A) Dividend or interest income, to the extent that the dividend or interest income is not included in gross income for federal income tax purposes, on obliga'",Addition: interest on obligations of other states and their subdivisions,yes (1 income-tax files)
us-ga,S14,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,"yes (income/deductions, income/subtractions, subtractions)","statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'this state or of political subdivisions except political subdivisions of this state; (B) Interest or dividends on obligations of the United States or of any authority, commission, '",Subtraction: interest on United States obligations,yes (1 income-tax files)
us-ga,S15,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-28.2,yes (retirement),"statute body ('Employer social security credits.', 1199 chars): ', as amended, the employer, in calculating Georgia taxable net income, shall be allowed a deduction equal to the employer social security credit. History. Code 1981, § 48-7-28.2, e'",Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (1 income-tax files)
us-ga,S16,state,state statute,PRESENT,2026-07-21-ga-ocga-title-48-release86-us-ga-title-48,us-ga/statute/48/48-7-27,yes (retirement),"statute body ('[Effective until January 1, 2024. See note.] Computation of ', 67427 chars): 'hose pension or retirement funds, programs, or systems provided for in Title 47) shall be exempt from income taxation in this state, notwithstanding any provision of Title 47 or an'","Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (1 income-tax files)
